,score,predicate,subject,object
12589,1,36995,30953,26583
12590,1,36995,33703,36351
12591,1,36995,29636,33882
12592,1,36995,27117,34294
12593,1,36995,28058,31052
12594,1,36995,31981,35467
12595,1,36995,32104,34486
12596,1,36995,30960,34662
12597,1,36995,33877,35407
12598,1,36995,32370,26910
12599,1,36995,34804,26561
12600,1,36995,34188,27697
12601,1,36995,29067,30835
12602,1,36995,29957,31661
12603,1,36995,32366,35463
12604,1,36995,31708,35421
12605,1,36995,36839,34553
12606,1,36995,35513,34763
12607,1,36995,29482,34349
12608,1,36995,36235,30956
12609,1,36995,35536,35427
12610,1,36995,29704,29717
12611,1,36995,28366,33380
12612,1,36995,27091,34763
12613,1,36995,30183,34277
12614,1,36995,34768,34540
12615,1,36995,36052,34323
12616,1,36995,29347,33835
12617,1,36995,27444,33575
12618,1,36995,35992,33860
12619,1,36995,32232,35456
12620,1,36995,28130,26588
12621,1,36995,28997,34324
12622,1,36995,27992,36318
12623,1,36995,33660,36315
12624,1,36995,34626,31625
12625,1,36995,29699,30820
12626,1,36995,28111,27736
12627,1,36995,31565,33835
12628,1,36995,33542,35288
12629,1,36995,32218,34348
12630,1,36995,33119,26530
12631,1,36995,34798,34460
12632,1,36995,36758,34358
12633,1,36995,32975,34297
12634,1,36995,33824,34374
12635,1,36995,28785,35288
12636,1,36995,29587,33864
12637,1,36995,32510,34286
12638,1,36995,32179,36318
12639,1,36995,27419,33373
12640,1,36995,26638,34348
12641,1,36995,35696,35429
12642,1,36995,29858,33327
12643,1,36995,31402,36080
12644,1,36995,31654,27495
12645,1,36995,33069,34395
12646,1,36995,33825,31650
12647,1,36995,28797,34992
12648,1,36995,31457,35267
12649,1,36995,30438,35071
12650,1,36995,31639,33862
12651,1,36995,34477,34764
12652,1,36995,31858,34487
12653,1,36995,35463,33786
12654,1,36995,29571,34678
12655,1,36995,33432,35442
12656,1,36995,36339,34362
12657,1,36995,30801,26537
12658,1,36995,26714,35461
12659,1,36995,31954,35429
12660,1,36995,33383,26747
12661,1,36995,34547,34420
12662,1,36995,30007,34395
12663,1,36995,32701,26515
12664,1,36995,30400,28003
12665,1,36995,35918,36247
12666,1,36995,33174,26711
12667,1,36995,28274,35068
12668,1,36995,28928,26673
12669,1,36995,35963,33366
12670,1,36995,34658,35297
12671,1,36995,35300,34981
12672,1,36995,30045,30556
12673,1,36995,34165,34763
12674,1,36995,33403,34444
12675,1,36995,36398,34584
12676,1,36995,35141,33856
12677,1,36995,34565,33327
12678,1,36995,36326,35277
12679,1,36995,34627,34343
12680,1,36995,36529,34554
12681,1,36995,31308,34392
12682,1,36995,29831,34430
12683,1,36995,32704,30723
12684,1,36995,27928,34834
12685,1,36995,31350,36350
12686,1,36995,35135,34385
12687,1,36995,32113,35432
12688,1,36995,31268,34465
12689,1,36995,33630,34620
12690,1,36995,32469,34314
12691,1,36995,29576,34302
12692,1,36995,30514,34378
12693,1,36995,36000,35283
12694,1,36995,28784,34317
12695,1,36995,28273,27758
12696,1,36995,28048,27225
12697,1,36995,27896,34763
12698,1,36995,32323,34364
12699,1,36995,34326,34764
12700,1,36995,33738,35266
12701,1,36995,32938,34322
12702,1,36995,35217,34373
12703,1,36995,28426,27737
12704,1,36995,32012,35409
12705,1,36995,30210,30541
12706,1,36995,34998,31337
12707,1,36995,27098,34519
12708,1,36995,28962,33856
12709,1,36995,33504,34371
12710,1,36995,26832,26587
12711,1,36995,35677,26577
12712,1,36995,36583,34369
12713,1,36995,35746,33561
12714,1,36995,30232,34313
12715,1,36995,29694,36312
12716,1,36995,36540,34309
12717,1,36995,36295,34288
12718,1,36995,36681,34266
12719,1,36995,32225,34307
12720,1,36995,30187,30959
12721,1,36995,27283,36278
12722,1,36995,31469,34335
12723,1,36995,35011,26587
12724,1,36995,29973,34396
12725,1,36995,33017,34978
12726,1,36995,28542,34477
12727,1,36995,26939,34272
12728,1,36995,30688,34408
12729,1,36995,31284,30865
12730,1,36995,28474,34583
12731,1,36995,35347,26544
12732,1,36995,34050,31052
12733,1,36995,30975,34413
12734,1,36995,28112,36249
12735,1,36995,33090,35435
12736,1,36995,33162,36079
12737,1,36995,31353,34351
12738,1,36995,36923,34990
12739,1,36995,35958,33358
12740,1,36995,35399,34272
12741,1,36995,36505,34328
12742,1,36995,34186,31052
12743,1,36995,28998,34285
12744,1,36995,36085,26541
12745,1,36995,28294,26523
12746,1,36995,27279,26644
12747,1,36995,30129,33437
12748,1,36995,35620,27674
12749,1,36995,28287,33754
12750,1,36995,26567,34764
12751,1,36995,33153,27757
12752,1,36995,28937,26578
12753,1,36995,32241,33373
12754,1,36995,27853,36256
12755,1,36995,34040,26560
12756,1,36995,31693,36246
12757,1,36995,27862,30723
12758,1,36995,32686,36278
12759,1,36995,29839,26545
12760,1,36995,27553,35068
12761,1,36995,27243,31337
12762,1,36995,34055,34382
12763,1,36995,29663,27798
12764,1,36995,30070,34290
12765,1,36995,33843,27757
12766,1,36995,34111,35423
12767,1,36995,31346,34455
12768,1,36995,28715,26597
12769,1,36995,30113,34330
12770,1,36995,33993,34467
12771,1,36995,31319,34343
12772,1,36995,35703,35441
12773,1,36995,32078,33380
12774,1,36995,35936,26526
12775,1,36995,35247,34410
12776,1,36995,35039,34744
12777,1,36995,35137,34330
12778,1,36995,30320,27731
12779,1,36995,31976,36246
12780,1,36995,34927,26533
12781,1,36995,33516,34294
12782,1,36995,28564,34389
12783,1,36995,36941,35284
12784,1,36995,30354,34425
12785,1,36995,34245,31754
12786,1,36995,36029,34283
12787,1,36995,26639,34623
12788,1,36995,30488,34424
12789,1,36995,33562,34569
12790,1,36995,26872,34446
12791,1,36995,36405,34400
12792,1,36995,33193,36118
12793,1,36995,31568,34486
12794,1,36995,29742,35274
12795,1,36995,35965,31088
12796,1,36995,33015,34412
12797,1,36995,35731,35296
12798,1,36995,29612,34352
12799,1,36995,33475,34373
12800,1,36995,31663,26531
12801,1,36995,31214,34275
12802,1,36995,30064,34334
12803,1,36995,28365,34988
12804,1,36995,29838,35290
12805,1,36995,28006,26523
12806,1,36995,32119,26527
12807,1,36995,28780,30594
12808,1,36995,33915,34270
12809,1,36995,33829,26596
12810,1,36995,31732,35421
12811,1,36995,30189,34377
12812,1,36995,36030,33386
12813,1,36995,35398,34554
12814,1,36995,28519,35068
12815,1,36995,34888,34340
12816,1,36995,29906,34763
12817,1,36995,35803,34297
12818,1,36995,35048,34413
12819,1,36995,31894,35262
12820,1,36995,30074,26499
12821,1,36995,32364,30596
12822,1,36995,28057,34305
12823,1,36995,26936,29717
12824,1,36995,35483,34458
12825,1,36995,29516,26517
12826,1,36995,29607,34417
12827,1,36995,28312,26598
12828,1,36995,29059,31625
12829,1,36995,33276,35406
12830,1,36995,34542,34262
12831,1,36995,32588,36186
12832,1,36995,33652,34583
12833,1,36995,29632,26501
12834,1,36995,30883,34278
12835,1,36995,27043,35466
12836,1,36995,28840,34313
12837,1,36995,33352,27433
12838,1,36995,35601,34413
12839,1,36995,36331,34420
12840,1,36995,30813,33613
12841,1,36995,28115,34443
12842,1,36995,30181,28253
12843,1,36995,32674,30547
12844,1,36995,36534,26594
12845,1,36995,34950,30289
12846,1,36995,29536,35423
12847,1,36995,34131,27649
12848,1,36995,33321,34428
12849,1,36995,29589,34282
12850,1,36995,30262,35408
12851,1,36995,36402,35071
12852,1,36995,28416,27225
12853,1,36995,28606,30547
12854,1,36995,30107,27697
12855,1,36995,27950,34361
12856,1,36995,27338,34381
12857,1,36995,35038,34354
12858,1,36995,30521,35454
12859,1,36995,31490,36117
12860,1,36995,35884,26496
12861,1,36995,31791,26521
12862,1,36995,27277,26576
12863,1,36995,35688,27225
12864,1,36995,31392,34406
12865,1,36995,28710,35424
12866,1,36995,31024,35275
12867,1,36995,35419,34519
12868,1,36995,30669,27303
12869,1,36995,31393,26496
12870,1,36995,30449,26914
12871,1,36995,30044,33366
12872,1,36995,28118,34283
12873,1,36995,33179,35415
12874,1,36995,28457,36263
12875,1,36995,27420,33754
12876,1,36995,27317,34310
12877,1,36995,31922,33835
12878,1,36995,26700,35424
12879,1,36995,32324,34296
12880,1,36995,32396,34793
12881,1,36995,33344,35472
12882,1,36995,35158,30610
12883,1,36995,28719,27303
12884,1,36995,26691,34454
12885,1,36995,26744,30549
12886,1,36995,26934,34456
12887,1,36995,30871,35276
12888,1,36995,35886,26512
12889,1,36995,33773,33873
12890,1,36995,29691,26847
12891,1,36995,33695,34337
12892,1,36995,27273,26583
12893,1,36995,35497,33872
12894,1,36995,29940,30836
12895,1,36995,31993,31766
12896,1,36995,30024,34763
12897,1,36995,36036,35435
12898,1,36995,33282,34365
12899,1,36995,35763,34695
12900,1,36995,30006,26580
12901,1,36995,33497,26576
12902,1,36995,27847,26510
12903,1,36995,32023,30564
12904,1,36995,30919,27336
12905,1,36995,30212,33835
12906,1,36995,31389,31722
12907,1,36995,32638,34418
12908,1,36995,35964,36255
12909,1,36995,35994,34341
12910,1,36995,29018,36080
12911,1,36995,27165,34355
12912,1,36995,27012,29717
12913,1,36995,28047,30551
12914,1,36995,30652,36066
12915,1,36995,28149,34662
12916,1,36995,29648,33867
12917,1,36995,27967,26513
12918,1,36995,29520,35400
12919,1,36995,27105,34588
12920,1,36995,27199,34763
12921,1,36995,32512,34326
12922,1,36995,36708,31736
12923,1,36995,30989,34748
12924,1,36995,26749,33613
12925,1,36995,32652,36255
12926,1,36995,33556,35272
12927,1,36995,34474,34443
12928,1,36995,31898,26523
12929,1,36995,28848,31685
12930,1,36995,29302,36351
12931,1,36995,29031,33874
12932,1,36995,33675,34291
12933,1,36995,27671,31736
12934,1,36995,27648,33561
12935,1,36995,31691,34441
12936,1,36995,29721,36254
12937,1,36995,32127,36252
12938,1,36995,27284,36246
12939,1,36995,34884,34279
12940,1,36995,36834,28012
12941,1,36995,30866,34764
12942,1,36995,32783,35266
12943,1,36995,26748,34281
12944,1,36995,30202,26580
12945,1,36995,32634,27622
12946,1,36995,31737,26523
12947,1,36995,34183,26568
12948,1,36995,33410,26593
12949,1,36995,29633,34407
12950,1,36995,36183,33416
12951,1,36995,29674,34679
12952,1,36995,32883,34772
12953,1,36995,29301,26754
12954,1,36995,32494,26568
12955,1,36995,29219,33437
12956,1,36995,36354,34377
12957,1,36995,27274,33872
12958,1,36995,28284,35412
12959,1,36995,34726,34497
12960,1,36995,27331,34427
12961,1,36995,34092,34621
12962,1,36995,31820,34299
12963,1,36995,36129,34318
12964,1,36995,33091,34317
12965,1,36995,36444,33835
12966,1,36995,36192,26582
12967,1,36995,31850,34379
12968,1,36995,32680,35419
12969,1,36995,30952,35434
12970,1,36995,30774,34583
12971,1,36995,28608,34776
12972,1,36995,33446,30581
12973,1,36995,32631,34454
12974,1,36995,33776,34384
12975,1,36995,36590,33613
12976,1,36995,32851,26769
12977,1,36995,28645,34425
12978,1,36995,29930,26499
12979,1,36995,31530,26598
12980,1,36995,30853,35420
12981,1,36995,28716,26536
12982,1,36995,33194,35440
12983,1,36995,27814,34831
12984,1,36995,28121,33835
12985,1,36995,32303,35448
12986,1,36995,30215,34418
12987,1,36995,29761,31420
12988,1,36995,29252,34268
12989,1,36995,30741,34280
12990,1,36995,34618,26566
12991,1,36995,31836,27757
12992,1,36995,28742,36078
12993,1,36995,35864,35069
12994,1,36995,32536,34268
12995,1,36995,30069,35433
12996,1,36995,35880,34662
12997,1,36995,36121,34362
12998,1,36995,29225,35405
12999,1,36995,32747,26529
13000,1,36995,30914,27578
13001,1,36995,35952,27135
13002,1,36995,32618,34974
13003,1,36995,26506,34519
13004,1,36995,27979,35295
13005,1,36995,28234,26506
13006,1,36995,30768,36078
13007,1,36995,31786,34793
13008,1,36995,30682,30289
13009,1,36995,31433,34349
13010,1,36995,31263,34386
13011,1,36995,34933,34973
13012,1,36995,32213,35469
13013,1,36995,32639,26562
13014,1,36995,32307,34453
13015,1,36995,28810,31622
13016,1,36995,36057,36264
13017,1,36995,32089,35423
13018,1,36995,35509,33836
13019,1,36995,31066,30860
13020,1,36995,36439,35456
13021,1,36995,30724,26648
13022,1,36995,32649,27111
13023,1,36995,26869,34976
13024,1,36995,34860,34374
13025,1,36995,26818,34487
13026,1,36995,35322,33862
13027,1,36995,35140,36115
13028,1,36995,31787,31662
13029,1,36995,32850,36245
13030,1,36995,30051,27303
13031,1,36995,31512,34308
13032,1,36995,33098,34355
13033,1,36995,34063,34430
13034,1,36995,33280,33568
13035,1,36995,29931,34279
13036,1,36995,33873,33600
13037,1,36995,32863,36260
13038,1,36995,29165,26540
13039,1,36995,34154,35269
13040,1,36995,36394,26516
13041,1,36995,26926,34664
13042,1,36995,33161,27241
13043,1,36995,32760,27665
13044,1,36995,36925,31373
13045,1,36995,31325,35407
13046,1,36995,32118,35453
13047,1,36995,35330,36258
13048,1,36995,31724,35283
13049,1,36995,33635,26521
13050,1,36995,29224,34834
13051,1,36995,36032,33561
13052,1,36995,29085,34398
13053,1,36995,33108,35279
13054,1,36995,26661,35277
13055,1,36995,28046,34433
13056,1,36995,27426,26543
13057,1,36995,28266,35424
13058,1,36995,31862,30613
13059,1,36995,29668,28253
13060,1,36995,35539,27098
13061,1,36995,32884,34827
13062,1,36995,36391,36248
13063,1,36995,31253,34458
13064,1,36995,34769,34477
13065,1,36995,27851,34980
13066,1,36995,34791,36223
13067,1,36995,32108,34398
13068,1,36995,28462,26524
13069,1,36995,30788,36115
13070,1,36995,32296,34832
13071,1,36995,35807,33835
13072,1,36995,31215,34583
13073,1,36995,30998,31768
13074,1,36995,29887,27757
13075,1,36995,34548,36083
13076,1,36995,28180,35436
13077,1,36995,34373,33786
13078,1,36995,30862,26496
13079,1,36995,33472,34299
13080,1,36995,29103,36379
13081,1,36995,33223,27150
13082,1,36995,31403,34279
13083,1,36995,26713,34582
13084,1,36995,35018,34875
13085,1,36995,27377,35411
13086,1,36995,27120,35438
13087,1,36995,28171,33613
13088,1,36995,35160,34306
13089,1,36995,31492,27622
13090,1,36995,32489,34435
13091,1,36995,28604,26561
13092,1,36995,28412,27718
13093,1,36995,35993,34331
13094,1,36995,32743,35422
13095,1,36995,34149,35443
13096,1,36995,35623,34453
13097,1,36995,30504,34340
13098,1,36995,28777,34277
13099,1,36995,34924,33863
13100,1,36995,31731,34296
13101,1,36995,27384,34990
13102,1,36995,33570,31625
13103,1,36995,28569,35456
13104,1,36995,29488,30957
13105,1,36995,35556,26914
13106,1,36995,34842,26570
13107,1,36995,34344,34519
13108,1,36995,32786,33613
13109,1,36995,32240,35415
13110,1,36995,33559,34295
13111,1,36995,35306,30610
13112,1,36995,28199,27049
13113,1,36995,30377,31625
13114,1,36995,29287,36221
13115,1,36995,29811,33861
13116,1,36995,35005,34831
13117,1,36995,26698,34440
13118,1,36995,34388,34519
13119,1,36995,30000,34406
13120,1,36995,33651,34305
13121,1,36995,35574,26591
13122,1,36995,32196,26539
13123,1,36995,30125,34331
13124,1,36995,33919,30865
13125,1,36995,32445,34282
13126,1,36995,28870,34980
13127,1,36995,34164,34288
13128,1,36995,27096,34974
13129,1,36995,28543,33797
13130,1,36995,30689,35415
13131,1,36995,29369,34992
13132,1,36995,29052,34394
13133,1,36995,27622,33786
13134,1,36995,29066,36312
13135,1,36995,29514,34831
13136,1,36995,36485,26545
13137,1,36995,26542,34353
13138,1,36995,31437,35427
13139,1,36995,32615,34392
13140,1,36995,30047,34264
13141,1,36995,36615,34375
13142,1,36995,30796,30821
13143,1,36995,26613,36043
13144,1,36995,26816,34584
13145,1,36995,32877,33793
13146,1,36995,32083,26497
13147,1,36995,30077,34344
13148,1,36995,30022,34350
13149,1,36995,34954,26545
13150,1,36995,27036,30832
13151,1,36995,36178,34289
13152,1,36995,31347,34487
13153,1,36995,28842,35464
13154,1,36995,31891,30834
13155,1,36995,33682,33372
13156,1,36995,35512,34985
13157,1,36995,29250,34692
13158,1,36995,34225,35446
13159,1,36995,28688,34382
13160,1,36995,35232,26568
13161,1,36995,32055,36078
13162,1,36995,31864,26547
13163,1,36995,36730,33874
13164,1,36995,31797,27131
13165,1,36995,32085,34763
13166,1,36995,33343,34827
13167,1,36995,31132,33835
13168,1,36995,35892,35462
13169,1,36995,32681,33613
13170,1,36995,26953,35271
13171,1,36995,36614,35067
13172,1,36995,36132,35293
13173,1,36995,32432,34301
13174,1,36995,34545,34416
13175,1,36995,29669,26503
13176,1,36995,32540,34763
13177,1,36995,29089,35454
13178,1,36995,31657,27286
13179,1,36995,26628,35285
13180,1,36995,33994,26585
13181,1,36995,32641,30878
13182,1,36995,29005,35435
13183,1,36995,33312,26576
13184,1,36995,34536,26517
13185,1,36995,33079,34540
13186,1,36995,34636,31100
13187,1,36995,35028,30860
13188,1,36995,27920,35421
13189,1,36995,31030,34519
13190,1,36995,31385,26553
13191,1,36995,32181,35282
13192,1,36995,34252,34692
13193,1,36995,28475,26587
13194,1,36995,36616,33753
13195,1,36995,36280,35269
13196,1,36995,27927,26586
13197,1,36995,28509,35443
13198,1,36995,29611,34275
13199,1,36995,28952,34270
13200,1,36995,32194,34453
13201,1,36995,32112,33882
13202,1,36995,27324,26553
13203,1,36995,31910,34497
13204,1,36995,27392,26551
13205,1,36995,30268,34279
13206,1,36995,26579,34519
13207,1,36995,35917,26534
13208,1,36995,30812,34748
13209,1,36995,33735,33327
13210,1,36995,33696,34585
13211,1,36995,30049,26594
13212,1,36995,26874,30596
13213,1,36995,35173,36255
13214,1,36995,32703,26498
13215,1,36995,32940,33399
13216,1,36995,27055,33866
13217,1,36995,33890,34476
13218,1,36995,32864,33530
13219,1,36995,27228,34514
13220,1,36995,30948,26564
13221,1,36995,35273,33786
13222,1,36995,32532,33605
13223,1,36995,30072,34325
13224,1,36995,33167,27111
13225,1,36995,36333,27740
13226,1,36995,32120,36264
13227,1,36995,26702,34838
13228,1,36995,28050,26545
13229,1,36995,33147,35071
13230,1,36995,36675,34298
13231,1,36995,27696,35070
13232,1,36995,28642,33854
13233,1,36995,32176,34440
13234,1,36995,31336,34360
13235,1,36995,31306,35264
13236,1,36995,35725,34388
13237,1,36995,30557,34369
13238,1,36995,29030,34393
13239,1,36995,35301,30820
13240,1,36995,35040,33680
13241,1,36995,32446,27135
13242,1,36995,31707,30691
13243,1,36995,35201,30959
13244,1,36995,28514,34659
13245,1,36995,36486,35419
13246,1,36995,33302,34661
13247,1,36995,27078,27798
13248,1,36995,32766,31661
13249,1,36995,30553,36083
13250,1,36995,27672,34282
13251,1,36995,36991,34384
13252,1,36995,27268,27622
13253,1,36995,34936,36244
13254,1,36995,28914,34770
13255,1,36995,26775,30691
13256,1,36995,34492,36083
13257,1,36995,29292,36118
13258,1,36995,27142,30581
13259,1,36995,29832,29717
13260,1,36995,30505,34446
13261,1,36995,35338,36114
13262,1,36995,28964,34418
13263,1,36995,27289,34975
13264,1,36995,29161,35277
13265,1,36995,33262,34763
13266,1,36995,27198,34368
13267,1,36995,29509,26544
13268,1,36995,35693,34284
13269,1,36995,32752,33865
13270,1,36995,33197,30581
13271,1,36995,30267,34530
13272,1,36995,31150,34456
13273,1,36995,31051,36116
13274,1,36995,33268,34829
13275,1,36995,28605,35472
13276,1,36995,29414,30560
13277,1,36995,35830,26648
13278,1,36995,32398,36262
13279,1,36995,29220,34667
13280,1,36995,35299,34415
13281,1,36995,31270,34423
13282,1,36995,28986,30599
13283,1,36995,33342,31721
13284,1,36995,36355,33855
13285,1,36995,30452,33868
13286,1,36995,33357,34281
13287,1,36995,36671,27049
13288,1,36995,29598,34620
13289,1,36995,33634,34678
13290,1,36995,33621,30956
13291,1,36995,34041,26557
13292,1,36995,34666,34519
13293,1,36995,28390,35414
13294,1,36995,31564,26509
13295,1,36995,32443,33857
13296,1,36995,34100,26511
13297,1,36995,31388,30993
13298,1,36995,31373,34764
13299,1,36995,29425,26510
13300,1,36995,26833,26590
13301,1,36995,27389,34467
13302,1,36995,28017,34394
13303,1,36995,32033,34422
13304,1,36995,27863,35409
13305,1,36995,35810,29717
13306,1,36995,34022,27756
13307,1,36995,36472,34679
13308,1,36995,29341,33874
13309,1,36995,30039,26506
13310,1,36995,34945,33867
13311,1,36995,35618,34293
13312,1,36995,30745,34385
13313,1,36995,27615,34620
13314,1,36995,27290,35453
13315,1,36995,30861,34361
13316,1,36995,29664,35432
13317,1,36995,33431,34375
13318,1,36995,28232,34369
13319,1,36995,30401,26497
13320,1,36995,32048,35411
13321,1,36995,35180,34433
13322,1,36995,28367,34827
13323,1,36995,28471,26567
13324,1,36995,33076,28350
13325,1,36995,35207,34412
13326,1,36995,32397,31662
13327,1,36995,34966,27729
13328,1,36995,29127,36259
13329,1,36995,32273,36253
13330,1,36995,33039,34352
13331,1,36995,26660,27241
13332,1,36995,26841,26588
13333,1,36995,36441,34529
13334,1,36995,30527,35404
13335,1,36995,34499,34283
13336,1,36995,29056,26567
13337,1,36995,32079,36244
13338,1,36995,29218,26564
13339,1,36995,33502,26540
13340,1,36995,35849,36245
13341,1,36995,34550,33835
13342,1,36995,32487,34465
13343,1,36995,28927,27249
13344,1,36995,35069,33600
13345,1,36995,30775,34350
13346,1,36995,34865,26559
13347,1,36995,34766,34321
13348,1,36995,34524,34553
13349,1,36995,35239,30562
13350,1,36995,32369,35472
13351,1,36995,36504,30603
13352,1,36995,34759,34438
13353,1,36995,36958,33437
13354,1,36995,31078,34522
13355,1,36995,31068,30963
13356,1,36995,31792,33373
13357,1,36995,33305,27249
13358,1,36995,32387,35428
13359,1,36995,27915,35293
13360,1,36995,28143,35285
13361,1,36995,31599,34553
13362,1,36995,29913,26570
13363,1,36995,32399,26821
13364,1,36995,35383,26668
13365,1,36995,28499,33605
13366,1,36995,32921,34586
13367,1,36995,30421,33613
13368,1,36995,27122,36113
13369,1,36995,31216,34433
13370,1,36995,33404,27217
13371,1,36995,26731,28350
13372,1,36995,29675,34415
13373,1,36995,33297,35427
13374,1,36995,26716,34586
13375,1,36995,36950,34300
13376,1,36995,32581,27135
13377,1,36995,34790,34339
13378,1,36995,29869,29651
13379,1,36995,36360,35467
13380,1,36995,29776,31001
13381,1,36995,29353,35469
13382,1,36995,30896,36315
13383,1,36995,31386,36186
13384,1,36995,35846,35275
13385,1,36995,33922,34982
13386,1,36995,29864,34452
13387,1,36995,27508,35297
13388,1,36995,27316,34382
13389,1,36995,26538,34764
13390,1,36995,36688,34460
13391,1,36995,35567,33372
13392,1,36995,34173,26644
13393,1,36995,36709,30551
13394,1,36995,28609,34591
13395,1,36995,28391,31722
13396,1,36995,28253,34519
13397,1,36995,29501,35291
13398,1,36995,29105,35274
13399,1,36995,29012,34523
13400,1,36995,35359,35295
13401,1,36995,32491,34363
13402,1,36995,28507,27303
13403,1,36995,35878,33399
13404,1,36995,28552,27119
13405,1,36995,28074,30581
13406,1,36995,31739,34623
13407,1,36995,33100,35269
13408,1,36995,30651,34333
13409,1,36995,33963,33857
13410,1,36995,36024,34404
13411,1,36995,30836,33786
13412,1,36995,28479,26577
13413,1,36995,27210,34277
13414,1,36995,36987,33858
13415,1,36995,35212,34300
13416,1,36995,27778,35401
13417,1,36995,36182,26525
13418,1,36995,31049,34373
13419,1,36995,28911,26496
13420,1,36995,36084,33613
13421,1,36995,26949,26530
13422,1,36995,28667,26538
13423,1,36995,29743,34693
13424,1,36995,27905,36250
13425,1,36995,35303,26583
13426,1,36995,33482,33858
13427,1,36995,28316,34620
13428,1,36995,31984,27129
13429,1,36995,27204,27490
13430,1,36995,27209,34367
13431,1,36995,34719,26563
13432,1,36995,26931,34315
13433,1,36995,28481,33864
13434,1,36995,31950,30613
13435,1,36995,32849,34262
13436,1,36995,27526,35265
13437,1,36995,32328,31650
13438,1,36995,36197,33860
13439,1,36995,27364,31685
13440,1,36995,32820,33416
13441,1,36995,35216,26617
13442,1,36995,27721,34443
13443,1,36995,32625,34293
13444,1,36995,31985,34748
13445,1,36995,29198,34621
13446,1,36995,34021,30613
13447,1,36995,27037,27697
13448,1,36995,33309,26590
13449,1,36995,28129,34414
13450,1,36995,33975,27111
13451,1,36995,29129,34339
13452,1,36995,32744,34835
13453,1,36995,29379,34582
13454,1,36995,27849,35270
13455,1,36995,35218,35410
13456,1,36995,34921,34363
13457,1,36995,36009,34339
13458,1,36995,30001,34418
13459,1,36995,34606,33835
13460,1,36995,31620,27740
13461,1,36995,28049,28350
13462,1,36995,31378,34457
13463,1,36995,27399,33561
13464,1,36995,26730,30236
13465,1,36995,36073,34380
13466,1,36995,36329,35467
13467,1,36995,29964,35271
13468,1,36995,34322,33786
13469,1,36995,28061,33416
13470,1,36995,34069,34302
13471,1,36995,35697,35289
13472,1,36995,35613,35404
13473,1,36995,34837,34519
13474,1,36995,32688,34461
13475,1,36995,28203,35434
13476,1,36995,35458,33786
13477,1,36995,30226,26537
13478,1,36995,26531,33600
13479,1,36995,29168,35441
13480,1,36995,28178,26555
13481,1,36995,35172,27697
13482,1,36995,32363,34381
13483,1,36995,26898,34375
13484,1,36995,28730,26579
13485,1,36995,36630,34368
13486,1,36995,26783,35400
13487,1,36995,32321,33864
13488,1,36995,29885,31662
13489,1,36995,30920,35422
13490,1,36995,33123,34437
13491,1,36995,34324,33786
13492,1,36995,30513,35416
13493,1,36995,29846,27729
13494,1,36995,28994,31486
13495,1,36995,27949,27736
13496,1,36995,28317,26529
13497,1,36995,35865,35422
13498,1,36995,32916,27674
13499,1,36995,29781,34368
13500,1,36995,31317,31001
13501,1,36995,33042,26605
13502,1,36995,36905,35275
13503,1,36995,31867,29574
13504,1,36995,28015,27336
13505,1,36995,36421,34296
13506,1,36995,35200,35437
13507,1,36995,26923,34332
13508,1,36995,30204,34985
13509,1,36995,29254,34366
13510,1,36995,36532,26548
13511,1,36995,27727,34728
13512,1,36995,33587,26617
13513,1,36995,30595,36261
13514,1,36995,30378,35286
13515,1,36995,29870,29717
13516,1,36995,33026,30613
13517,1,36995,31283,33373
13518,1,36995,36488,36221
13519,1,36995,35921,26520
13520,1,36995,27118,31766
13521,1,36995,34747,34451
13522,1,36995,35745,34332
13523,1,36995,34928,36379
13524,1,36995,29332,35461
13525,1,36995,31474,35403
13526,1,36995,29813,34991
13527,1,36995,32382,35468
13528,1,36995,27773,27049
13529,1,36995,33810,36078
13530,1,36995,28685,26547
13531,1,36995,34500,36259
13532,1,36995,35496,34390
13533,1,36995,29481,27336
13534,1,36995,31800,33613
13535,1,36995,35508,34398
13536,1,36995,33799,35427
13537,1,36995,34883,35462
13538,1,36995,32572,27249
13539,1,36995,30241,30835
13540,1,36995,36949,34311
13541,1,36995,33668,33797
13542,1,36995,30311,33680
13543,1,36995,34232,35446
13544,1,36995,29566,34378
13545,1,36995,27368,34465
13546,1,36995,28114,31337
13547,1,36995,34803,36077
13548,1,36995,33557,26566
13549,1,36995,34052,33882
13550,1,36995,31989,33881
13551,1,36995,31992,35261
13552,1,36995,28729,26516
13553,1,36995,33836,33786
13554,1,36995,33831,35465
13555,1,36995,36659,31030
13556,1,36995,34952,35428
13557,1,36995,34844,35436
13558,1,36995,27971,34429
13559,1,36995,29558,27649
13560,1,36995,27001,26551
13561,1,36995,31454,34315
13562,1,36995,32450,26835
13563,1,36995,34365,34764
13564,1,36995,35603,31685
13565,1,36995,32796,34593
13566,1,36995,29857,34274
13567,1,36995,35764,26853
13568,1,36995,32750,30834
13569,1,36995,35346,34322
13570,1,36995,35174,35454
13571,1,36995,35614,34354
13572,1,36995,29769,35281
13573,1,36995,30760,34341
13574,1,36995,31172,34830
13575,1,36995,30290,35422
13576,1,36995,31598,34279
13577,1,36995,36098,34728
13578,1,36995,28912,34412
13579,1,36995,32828,27731
13580,1,36995,28751,34274
13581,1,36995,30065,34351
13582,1,36995,36724,29574
13583,1,36995,33024,27651
13584,1,36995,33402,35278
13585,1,36995,33792,35404
13586,1,36995,34093,35069
13587,1,36995,36814,35470
