,score,predicate,subject,object
3233,1,36993,34530,26763
3234,1,36993,35669,34945
3235,1,36993,36302,31526
3236,1,36993,28580,31875
3237,1,36993,33226,28515
3238,1,36993,30064,27822
3239,1,36993,28028,34175
3240,1,36993,34596,33141
3241,1,36993,28574,29803
3242,1,36993,26561,28602
3243,1,36993,30951,27301
3244,1,36993,30896,34209
3245,1,36993,31383,35463
3246,1,36993,34543,29120
3247,1,36993,28618,34643
3248,1,36993,35115,35952
3249,1,36993,31970,33511
3250,1,36993,33564,28386
3251,1,36993,29855,35192
3252,1,36993,32916,36574
3253,1,36993,27224,32106
3254,1,36993,27274,33617
3255,1,36993,34146,36403
3256,1,36993,27497,33190
3257,1,36993,30583,36928
3258,1,36993,36612,31580
3259,1,36993,34137,36131
3260,1,36993,32413,31824
3261,1,36993,28579,32539
3262,1,36993,35558,34187
3263,1,36993,33334,32411
3264,1,36993,33411,33125
3265,1,36993,30522,30652
3266,1,36993,34123,32000
3267,1,36993,26600,28457
3268,1,36993,30879,35510
3269,1,36993,27779,29086
3270,1,36993,34631,35457
3271,1,36993,29012,28759
3272,1,36993,31420,33630
3273,1,36993,35769,29864
3274,1,36993,30387,35366
3275,1,36993,35594,32563
3276,1,36993,34574,28499
3277,1,36993,31494,26761
3278,1,36993,29315,35531
3279,1,36993,29625,31318
3280,1,36993,36557,26730
3281,1,36993,34783,29265
3282,1,36993,27165,28676
3283,1,36993,27138,35008
3284,1,36993,26739,33169
3285,1,36993,36689,33778
3286,1,36993,36783,34854
3287,1,36993,35610,27226
3288,1,36993,33572,33965
3289,1,36993,30894,32760
3290,1,36993,30926,30900
3291,1,36993,31850,30602
3292,1,36993,31955,28184
3293,1,36993,36289,32628
3294,1,36993,33166,36007
3295,1,36993,31228,29408
3296,1,36993,31261,31587
3297,1,36993,35857,26527
3298,1,36993,31481,28201
3299,1,36993,28246,34406
3300,1,36993,33256,35240
3301,1,36993,31625,30100
3302,1,36993,32943,30093
3303,1,36993,36138,34794
3304,1,36993,34824,30156
3305,1,36993,28145,27618
3306,1,36993,30880,27722
3307,1,36993,29773,33029
3308,1,36993,27892,31743
3309,1,36993,36834,36449
3310,1,36993,31780,33227
3311,1,36993,31448,29903
3312,1,36993,30422,32054
3313,1,36993,33705,35478
3314,1,36993,35983,30948
3315,1,36993,35203,31893
3316,1,36993,35879,27924
3317,1,36993,33997,34274
3318,1,36993,33066,27067
3319,1,36993,33257,26512
3320,1,36993,31282,28663
3321,1,36993,29661,30394
3322,1,36993,27820,29194
3323,1,36993,32106,27899
3324,1,36993,30340,29458
3325,1,36993,29662,31108
3326,1,36993,36950,31552
3327,1,36993,29915,29854
3328,1,36993,34383,32900
3329,1,36993,30262,33043
3330,1,36993,29648,27062
3331,1,36993,30994,35569
3332,1,36993,27645,36808
3333,1,36993,29026,32066
3334,1,36993,27293,34148
3335,1,36993,26949,32790
3336,1,36993,30576,34392
3337,1,36993,29826,30807
3338,1,36993,32042,29082
3339,1,36993,28793,32140
3340,1,36993,35593,36210
3341,1,36993,30565,26738
3342,1,36993,35023,35936
3343,1,36993,34022,35137
3344,1,36993,29258,33283
3345,1,36993,36072,26700
3346,1,36993,30766,32311
3347,1,36993,28925,36486
3348,1,36993,36759,26927
3349,1,36993,33259,28201
3350,1,36993,36432,27438
3351,1,36993,35552,29862
3352,1,36993,28351,26504
3353,1,36993,29487,34359
3354,1,36993,32761,32949
3355,1,36993,28685,29504
3356,1,36993,35592,28449
3357,1,36993,31550,29567
3358,1,36993,35654,28339
3359,1,36993,28657,36390
3360,1,36993,35439,30231
3361,1,36993,34205,35196
3362,1,36993,27531,27323
3363,1,36993,31191,33540
3364,1,36993,36753,30300
3365,1,36993,29982,34206
3366,1,36993,28018,31874
3367,1,36993,28365,36249
3368,1,36993,30446,34127
3369,1,36993,35042,33243
3370,1,36993,35636,33657
3371,1,36993,36762,33424
3372,1,36993,35865,35800
3373,1,36993,36403,30133
3374,1,36993,35632,35542
3375,1,36993,32888,33388
3376,1,36993,33286,26715
3377,1,36993,34839,28850
3378,1,36993,27600,30781
3379,1,36993,28432,28598
3380,1,36993,36102,28005
3381,1,36993,28093,34950
3382,1,36993,30874,32808
3383,1,36993,30571,30420
3384,1,36993,33376,31081
3385,1,36993,32799,35026
3386,1,36993,35196,36050
3387,1,36993,34708,34595
3388,1,36993,33227,29360
3389,1,36993,30899,30390
3390,1,36993,34290,33271
3391,1,36993,26776,27104
3392,1,36993,35137,29396
3393,1,36993,33214,31784
3394,1,36993,31790,29925
3395,1,36993,36305,27086
3396,1,36993,32391,33023
3397,1,36993,35142,30677
3398,1,36993,31751,26922
3399,1,36993,32590,33883
3400,1,36993,32399,31198
3401,1,36993,33435,30072
3402,1,36993,33869,29116
3403,1,36993,32570,33860
3404,1,36993,29837,30764
3405,1,36993,35731,29076
3406,1,36993,36592,31171
3407,1,36993,36639,29228
3408,1,36993,34617,30896
3409,1,36993,29082,31070
3410,1,36993,29364,34620
3411,1,36993,27409,35527
3412,1,36993,26673,36309
3413,1,36993,36706,29772
3414,1,36993,29524,33239
3415,1,36993,30118,28264
3416,1,36993,31942,36940
3417,1,36993,28504,31520
3418,1,36993,36825,30212
3419,1,36993,33215,33223
3420,1,36993,29547,31292
3421,1,36993,28019,31645
3422,1,36993,32086,28313
3423,1,36993,31045,36293
3424,1,36993,32173,27732
3425,1,36993,27746,35968
3426,1,36993,28753,27799
3427,1,36993,27240,34927
3428,1,36993,27885,28992
3429,1,36993,34282,28013
3430,1,36993,29213,33258
3431,1,36993,32213,34196
3432,1,36993,36004,30146
3433,1,36993,34584,32522
3434,1,36993,36490,29859
3435,1,36993,32076,27578
3436,1,36993,29632,28177
3437,1,36993,30702,30907
3438,1,36993,34258,35450
3439,1,36993,35267,32252
3440,1,36993,31588,35855
3441,1,36993,31596,26955
3442,1,36993,30425,35691
3443,1,36993,28893,28098
3444,1,36993,29032,32712
3445,1,36993,30173,34461
3446,1,36993,33221,31485
3447,1,36993,32130,30362
3448,1,36993,28081,28830
3449,1,36993,34696,34308
3450,1,36993,29748,34013
3451,1,36993,36972,28014
3452,1,36993,28050,33876
3453,1,36993,30730,30735
3454,1,36993,28688,31623
3455,1,36993,31333,26556
3456,1,36993,35364,34228
3457,1,36993,28977,29713
3458,1,36993,34857,27550
3459,1,36993,30310,26790
3460,1,36993,32753,28315
3461,1,36993,27557,34155
3462,1,36993,30415,32616
3463,1,36993,28589,30435
3464,1,36993,28350,31593
3465,1,36993,35515,34777
3466,1,36993,35952,34602
3467,1,36993,30983,30703
3468,1,36993,33581,30429
3469,1,36993,33072,31633
3470,1,36993,31820,30948
3471,1,36993,27843,34160
3472,1,36993,29478,32351
3473,1,36993,32691,34313
3474,1,36993,32387,33002
3475,1,36993,28733,28359
3476,1,36993,36063,28866
3477,1,36993,28134,33186
3478,1,36993,30000,28342
3479,1,36993,36053,31737
3480,1,36993,33171,33791
3481,1,36993,26977,30376
3482,1,36993,29392,32164
3483,1,36993,28021,26875
3484,1,36993,30694,31517
3485,1,36993,29657,29599
3486,1,36993,28975,27866
3487,1,36993,27785,30304
3488,1,36993,27814,32732
3489,1,36993,29788,34111
3490,1,36993,32785,35688
3491,1,36993,34684,30385
3492,1,36993,27195,33028
3493,1,36993,28985,32569
3494,1,36993,35427,33161
3495,1,36993,31382,28330
3496,1,36993,30031,34196
3497,1,36993,33599,31036
3498,1,36993,29825,27464
3499,1,36993,32620,28997
3500,1,36993,36980,26541
3501,1,36993,27157,36767
3502,1,36993,29144,27732
3503,1,36993,28139,26787
3504,1,36993,29796,27953
3505,1,36993,36096,34268
3506,1,36993,31081,31784
3507,1,36993,35170,29695
3508,1,36993,29131,30669
3509,1,36993,31860,36912
3510,1,36993,33635,28215
3511,1,36993,27739,27136
3512,1,36993,30831,27163
3513,1,36993,32430,36840
3514,1,36993,29984,34339
3515,1,36993,26792,33106
3516,1,36993,29214,27169
3517,1,36993,34838,28565
3518,1,36993,31693,29283
3519,1,36993,31949,33056
3520,1,36993,35066,26705
3521,1,36993,35096,30851
3522,1,36993,33791,33126
3523,1,36993,31723,36108
3524,1,36993,36778,33378
3525,1,36993,29959,28338
3526,1,36993,27357,32810
3527,1,36993,29413,27464
3528,1,36993,29910,30605
3529,1,36993,31260,31060
3530,1,36993,36287,36628
3531,1,36993,34961,26722
3532,1,36993,30944,26820
3533,1,36993,35966,31082
3534,1,36993,30198,31001
3535,1,36993,33185,32523
3536,1,36993,36522,27526
3537,1,36993,36263,36526
3538,1,36993,30147,36143
3539,1,36993,34271,31844
3540,1,36993,32477,33317
3541,1,36993,32621,30237
3542,1,36993,31766,34739
3543,1,36993,27044,33046
3544,1,36993,36833,29607
3545,1,36993,34154,30276
3546,1,36993,27875,29290
3547,1,36993,35543,35472
3548,1,36993,30251,34958
3549,1,36993,28357,30856
3550,1,36993,29504,32178
3551,1,36993,32201,29262
3552,1,36993,35475,32543
3553,1,36993,33112,33127
3554,1,36993,31098,29341
3555,1,36993,34894,34342
3556,1,36993,30758,34253
3557,1,36993,36853,36538
3558,1,36993,36899,31472
3559,1,36993,34320,36834
3560,1,36993,36565,36284
3561,1,36993,32674,27350
3562,1,36993,33973,35114
3563,1,36993,30403,28631
3564,1,36993,36712,34219
3565,1,36993,35501,34301
3566,1,36993,27916,34770
3567,1,36993,32215,28953
3568,1,36993,31057,33134
3569,1,36993,28862,29631
3570,1,36993,32525,36919
3571,1,36993,28190,31812
3572,1,36993,28213,31371
3573,1,36993,34666,29160
3574,1,36993,31666,35141
3575,1,36993,36012,27150
3576,1,36993,34630,34791
3577,1,36993,32206,28764
3578,1,36993,30623,27687
3579,1,36993,32840,30185
3580,1,36993,26654,26622
3581,1,36993,33341,36295
3582,1,36993,36441,35960
3583,1,36993,34521,36550
3584,1,36993,29038,33825
3585,1,36993,34153,30999
3586,1,36993,30828,31255
3587,1,36993,31664,33457
3588,1,36993,36224,35003
3589,1,36993,34160,30854
3590,1,36993,27512,32729
3591,1,36993,26553,35509
3592,1,36993,31859,30068
3593,1,36993,27799,36475
3594,1,36993,36538,29992
3595,1,36993,34451,26968
3596,1,36993,27646,29301
3597,1,36993,33715,26825
3598,1,36993,33142,26837
3599,1,36993,27861,29473
3600,1,36993,27187,34702
3601,1,36993,29918,28950
3602,1,36993,28082,35679
3603,1,36993,34081,34992
3604,1,36993,30059,30911
3605,1,36993,32672,28410
3606,1,36993,31595,33436
3607,1,36993,29066,36389
3608,1,36993,31206,33554
3609,1,36993,27114,30813
3610,1,36993,26799,35124
3611,1,36993,34829,27792
3612,1,36993,36361,33476
3613,1,36993,29197,33269
3614,1,36993,26782,31508
3615,1,36993,28758,28136
3616,1,36993,27911,26965
3617,1,36993,30194,29652
3618,1,36993,35229,35523
3619,1,36993,28298,31172
3620,1,36993,30257,33745
3621,1,36993,26672,34498
3622,1,36993,32931,28094
3623,1,36993,26687,33840
3624,1,36993,35816,31099
3625,1,36993,35151,35956
3626,1,36993,36760,36569
3627,1,36993,35143,30815
3628,1,36993,26695,36746
3629,1,36993,36935,33443
3630,1,36993,32654,35385
3631,1,36993,35550,34182
3632,1,36993,33467,30233
3633,1,36993,34866,27656
3634,1,36993,29896,36077
3635,1,36993,28812,27678
3636,1,36993,35776,26799
3637,1,36993,31772,35936
3638,1,36993,30371,32560
3639,1,36993,27371,30650
3640,1,36993,36297,35742
3641,1,36993,31578,27875
3642,1,36993,27794,28020
3643,1,36993,29848,31789
3644,1,36993,31637,36661
3645,1,36993,28704,34421
3646,1,36993,29442,31718
3647,1,36993,34695,35946
3648,1,36993,26500,32842
3649,1,36993,29223,36886
3650,1,36993,34694,30890
3651,1,36993,32356,26608
3652,1,36993,30044,28830
3653,1,36993,30267,36945
3654,1,36993,30873,34109
3655,1,36993,31846,32140
3656,1,36993,26777,27953
3657,1,36993,33153,28064
3658,1,36993,35829,35741
3659,1,36993,30084,34500
3660,1,36993,26871,30345
3661,1,36993,36003,36190
3662,1,36993,28036,28328
3663,1,36993,27368,29465
3664,1,36993,28042,26521
3665,1,36993,26696,34384
3666,1,36993,29153,34228
3667,1,36993,35383,35841
3668,1,36993,30072,33914
3669,1,36993,31020,31918
3670,1,36993,28279,30182
3671,1,36993,33522,35770
3672,1,36993,29819,32954
3673,1,36993,36494,28891
3674,1,36993,35457,35202
3675,1,36993,34566,29005
3676,1,36993,28260,36507
3677,1,36993,33490,30478
3678,1,36993,27961,30816
3679,1,36993,27692,34582
3680,1,36993,34980,34838
3681,1,36993,26779,31373
3682,1,36993,30467,36475
3683,1,36993,26767,36093
3684,1,36993,32101,30326
3685,1,36993,36280,35528
3686,1,36993,26838,31051
3687,1,36993,26825,33978
3688,1,36993,33814,33531
3689,1,36993,30813,32188
3690,1,36993,32738,29962
3691,1,36993,33368,27628
3692,1,36993,36382,35004
3693,1,36993,28607,35387
3694,1,36993,32999,32890
3695,1,36993,31177,36438
3696,1,36993,35822,27637
3697,1,36993,28380,29303
3698,1,36993,29564,36681
3699,1,36993,29045,35647
3700,1,36993,29119,26867
3701,1,36993,32220,34350
3702,1,36993,34192,28556
3703,1,36993,34226,34871
3704,1,36993,34206,30348
3705,1,36993,31030,31444
3706,1,36993,36632,34803
3707,1,36993,27674,28322
3708,1,36993,30821,28840
3709,1,36993,28388,36035
3710,1,36993,26844,36578
3711,1,36993,31397,31951
3712,1,36993,35015,30222
3713,1,36993,35212,28066
3714,1,36993,33800,31091
3715,1,36993,33180,27540
3716,1,36993,32237,33643
3717,1,36993,31643,31490
3718,1,36993,33732,28501
3719,1,36993,32023,27256
3720,1,36993,27816,36658
3721,1,36993,28409,33359
3722,1,36993,29133,26599
3723,1,36993,34495,35059
3724,1,36993,35545,36715
3725,1,36993,34945,32807
3726,1,36993,29339,30152
3727,1,36993,36373,28909
3728,1,36993,32575,34326
3729,1,36993,29617,32276
3730,1,36993,27086,34005
3731,1,36993,33606,26978
3732,1,36993,26828,32579
3733,1,36993,33335,34511
3734,1,36993,33678,27891
3735,1,36993,33823,31176
3736,1,36993,26920,36304
3737,1,36993,27140,32857
3738,1,36993,36933,28083
3739,1,36993,35951,32191
3740,1,36993,28132,36772
3741,1,36993,29676,35560
3742,1,36993,31829,27745
3743,1,36993,30328,28646
3744,1,36993,31636,26806
3745,1,36993,27859,36068
3746,1,36993,33067,31741
3747,1,36993,27077,33759
3748,1,36993,31117,33497
3749,1,36993,32723,28949
3750,1,36993,34164,32340
3751,1,36993,30563,28325
3752,1,36993,31971,27891
3753,1,36993,36629,34062
3754,1,36993,32584,28379
3755,1,36993,32808,27105
3756,1,36993,35373,35131
3757,1,36993,36987,29481
3758,1,36993,35624,27269
3759,1,36993,31684,32929
3760,1,36993,29591,28519
3761,1,36993,29667,33143
3762,1,36993,27800,35810
3763,1,36993,35052,34097
3764,1,36993,34639,28326
3765,1,36993,26579,32492
3766,1,36993,33412,35837
3767,1,36993,27720,28645
3768,1,36993,29943,30426
3769,1,36993,36184,33057
3770,1,36993,26694,36263
3771,1,36993,26545,30045
3772,1,36993,28803,31338
3773,1,36993,34767,26627
3774,1,36993,28070,33428
3775,1,36993,27283,34424
3776,1,36993,30338,33533
3777,1,36993,34893,29029
3778,1,36993,32700,34717
3779,1,36993,32253,30640
3780,1,36993,28933,27403
3781,1,36993,35398,33541
3782,1,36993,28723,35467
3783,1,36993,28448,32865
3784,1,36993,34023,30994
3785,1,36993,34087,36716
3786,1,36993,34953,28690
3787,1,36993,34136,36361
3788,1,36993,30179,30429
3789,1,36993,31426,32926
3790,1,36993,29761,27122
3791,1,36993,26769,36844
3792,1,36993,35241,28877
3793,1,36993,35397,28097
3794,1,36993,27834,34314
3795,1,36993,33694,33417
3796,1,36993,35996,36947
3797,1,36993,35944,32846
3798,1,36993,33551,32068
3799,1,36993,34816,27357
3800,1,36993,28638,28036
3801,1,36993,33002,28323
3802,1,36993,34504,35193
3803,1,36993,29756,32075
3804,1,36993,29517,30406
3805,1,36993,31923,28722
3806,1,36993,29190,27349
3807,1,36993,30428,33390
3808,1,36993,26790,35835
3809,1,36993,31845,30150
3810,1,36993,30138,27577
3811,1,36993,30848,27794
3812,1,36993,36044,35747
3813,1,36993,35220,29560
3814,1,36993,35261,32123
3815,1,36993,27513,26574
3816,1,36993,35914,29084
3817,1,36993,29709,30734
3818,1,36993,34663,33748
3819,1,36993,26893,32841
3820,1,36993,28372,34532
3821,1,36993,33077,32935
3822,1,36993,28969,32991
3823,1,36993,30826,33041
3824,1,36993,35087,30951
3825,1,36993,29519,32983
3826,1,36993,35164,36686
3827,1,36993,35915,27061
3828,1,36993,36234,28917
3829,1,36993,33027,31724
3830,1,36993,31527,28915
3831,1,36993,33620,28695
3832,1,36993,33821,33706
3833,1,36993,31935,33064
3834,1,36993,31150,27944
3835,1,36993,31500,29976
3836,1,36993,28370,34956
3837,1,36993,31549,32879
3838,1,36993,32834,33402
3839,1,36993,32122,33765
3840,1,36993,32015,28734
3841,1,36993,36252,31885
3842,1,36993,33813,35187
3843,1,36993,36582,33963
3844,1,36993,29051,34267
3845,1,36993,31069,29023
3846,1,36993,31673,31835
3847,1,36993,36330,28176
3848,1,36993,30256,26627
3849,1,36993,27582,31495
3850,1,36993,31815,32876
3851,1,36993,35424,29628
3852,1,36993,32558,28479
3853,1,36993,29611,28778
3854,1,36993,30164,36205
3855,1,36993,35156,29863
3856,1,36993,35608,28128
3857,1,36993,27806,34431
3858,1,36993,34032,30465
3859,1,36993,30820,29770
3860,1,36993,30705,29021
3861,1,36993,31558,34937
3862,1,36993,34916,27024
3863,1,36993,36539,29900
3864,1,36993,36665,33068
3865,1,36993,28869,32278
3866,1,36993,30759,28241
3867,1,36993,33442,34415
3868,1,36993,26635,32481
3869,1,36993,36984,32740
3870,1,36993,30231,27021
3871,1,36993,26923,27113
3872,1,36993,36314,36147
3873,1,36993,36231,27680
3874,1,36993,31136,32053
3875,1,36993,26646,26790
3876,1,36993,30854,29748
3877,1,36993,36270,29333
3878,1,36993,33033,28242
3879,1,36993,31621,34406
3880,1,36993,33508,31204
3881,1,36993,32839,36151
3882,1,36993,27778,36228
3883,1,36993,29132,26741
3884,1,36993,28947,28691
3885,1,36993,33903,31811
3886,1,36993,34309,31921
3887,1,36993,32243,30223
3888,1,36993,35639,29232
3889,1,36993,31324,36795
3890,1,36993,31866,35573
3891,1,36993,26982,31730
3892,1,36993,31350,32317
3893,1,36993,34281,29211
3894,1,36993,33441,29434
3895,1,36993,30332,33768
3896,1,36993,34250,35833
3897,1,36993,33073,31270
3898,1,36993,35737,33439
3899,1,36993,33172,33062
3900,1,36993,36985,26569
3901,1,36993,32123,33465
3902,1,36993,28430,33083
3903,1,36993,36818,27007
3904,1,36993,27973,32869
3905,1,36993,28651,27279
3906,1,36993,27178,33975
3907,1,36993,34147,34583
3908,1,36993,33954,29616
3909,1,36993,29393,29475
3910,1,36993,31881,27986
3911,1,36993,30136,27107
3912,1,36993,31882,28897
3913,1,36993,32986,35721
3914,1,36993,31174,30714
3915,1,36993,31223,34726
3916,1,36993,31905,29602
3917,1,36993,30124,30543
3918,1,36993,27072,27829
3919,1,36993,32607,33589
3920,1,36993,33945,27465
3921,1,36993,31851,27170
3922,1,36993,34015,26686
3923,1,36993,30625,29838
3924,1,36993,28473,35281
3925,1,36993,35655,33018
3926,1,36993,33698,36310
3927,1,36993,27504,36007
3928,1,36993,34251,34879
3929,1,36993,33734,30952
3930,1,36993,33008,28940
3931,1,36993,28870,27564
3932,1,36993,28960,35562
3933,1,36993,35474,29539
3934,1,36993,34579,35582
3935,1,36993,30703,26999
3936,1,36993,30934,27116
3937,1,36993,27705,33308
3938,1,36993,35729,29321
3939,1,36993,34828,36517
3940,1,36993,29942,33412
3941,1,36993,31988,28450
3942,1,36993,27921,35390
3943,1,36993,26738,31862
3944,1,36993,28760,30501
3945,1,36993,30935,28566
3946,1,36993,31706,34704
3947,1,36993,33377,30715
3948,1,36993,35195,35945
3949,1,36993,28740,28595
3950,1,36993,34646,36252
3951,1,36993,33319,28468
3952,1,36993,36061,35151
3953,1,36993,36883,28737
3954,1,36993,32497,33379
3955,1,36993,31797,32176
3956,1,36993,36801,27453
3957,1,36993,33287,34828
3958,1,36993,28786,35547
3959,1,36993,36591,29469
3960,1,36993,35700,32806
3961,1,36993,36449,35024
3962,1,36993,30595,33504
3963,1,36993,29724,33779
3964,1,36993,29422,30588
3965,1,36993,30840,27793
3966,1,36993,36233,32781
3967,1,36993,33347,32124
3968,1,36993,27477,30443
3969,1,36993,29909,29200
3970,1,36993,36474,31517
3971,1,36993,35950,30050
3972,1,36993,29098,35396
3973,1,36993,29255,36090
3974,1,36993,30456,35698
3975,1,36993,33669,33828
3976,1,36993,34180,26549
3977,1,36993,34615,26590
3978,1,36993,34174,28410
3979,1,36993,28796,32165
3980,1,36993,29935,35788
3981,1,36993,29434,32679
3982,1,36993,30211,27608
3983,1,36993,32125,34736
3984,1,36993,36279,36355
3985,1,36993,27167,35418
3986,1,36993,28946,33709
3987,1,36993,29492,29744
3988,1,36993,26592,33799
3989,1,36993,33817,30191
3990,1,36993,29081,33767
3991,1,36993,30884,33684
3992,1,36993,29104,31339
3993,1,36993,36295,31030
3994,1,36993,33876,36407
3995,1,36993,30243,33001
3996,1,36993,26940,34947
3997,1,36993,26625,27214
3998,1,36993,26836,36504
3999,1,36993,30780,35642
4000,1,36993,35105,28759
4001,1,36993,36836,33305
4002,1,36993,29624,29839
4003,1,36993,30520,35556
4004,1,36993,27894,36814
4005,1,36993,34561,32798
4006,1,36993,35663,36055
4007,1,36993,34310,35117
4008,1,36993,34419,28963
4009,1,36993,26554,31976
4010,1,36993,27539,29838
4011,1,36993,30151,30442
4012,1,36993,30865,28227
4013,1,36993,26896,33233
4014,1,36993,28734,28414
4015,1,36993,28888,36481
4016,1,36993,33907,32053
4017,1,36993,30075,31808
4018,1,36993,34481,34660
4019,1,36993,32992,30412
4020,1,36993,30234,36799
4021,1,36993,27583,29710
4022,1,36993,36242,34021
4023,1,36993,28267,28601
4024,1,36993,35707,26630
4025,1,36993,36210,29891
4026,1,36993,34473,31182
4027,1,36993,28629,27817
4028,1,36993,34121,33745
4029,1,36993,27009,30737
4030,1,36993,26517,32786
4031,1,36993,27149,30187
4032,1,36993,27533,30762
4033,1,36993,36744,32778
4034,1,36993,28124,27003
4035,1,36993,29820,31241
4036,1,36993,34898,28350
4037,1,36993,30610,34398
4038,1,36993,29256,32940
4039,1,36993,27972,34233
4040,1,36993,29941,29350
4041,1,36993,27233,29176
4042,1,36993,26902,35679
4043,1,36993,32027,28238
4044,1,36993,32478,30527
4045,1,36993,34120,31872
4046,1,36993,28270,35789
4047,1,36993,29448,29207
4048,1,36993,35242,29771
4049,1,36993,35785,29836
4050,1,36993,32073,33235
4051,1,36993,36843,31876
4052,1,36993,29300,35762
4053,1,36993,30352,27224
4054,1,36993,28724,36722
4055,1,36993,32309,27807
4056,1,36993,30445,36071
4057,1,36993,35098,35418
4058,1,36993,29643,28134
4059,1,36993,31986,34539
4060,1,36993,32438,33933
4061,1,36993,27150,31786
4062,1,36993,31044,31904
4063,1,36993,29368,29080
4064,1,36993,34201,33550
4065,1,36993,34659,36576
4066,1,36993,29003,33557
4067,1,36993,31897,32822
4068,1,36993,33391,33569
4069,1,36993,35600,29565
4070,1,36993,32524,35781
4071,1,36993,36777,29821
4072,1,36993,29949,34701
4073,1,36993,30233,35103
4074,1,36993,32910,28949
4075,1,36993,35375,34694
4076,1,36993,33661,32464
4077,1,36993,26537,36401
4078,1,36993,32292,33054
4079,1,36993,35989,36555
4080,1,36993,35563,27154
4081,1,36993,30952,34407
4082,1,36993,34522,32639
4083,1,36993,30373,35290
4084,1,36993,33296,26783
4085,1,36993,34145,35769
4086,1,36993,33097,36859
4087,1,36993,26810,32288
4088,1,36993,35147,34183
4089,1,36993,28461,26933
4090,1,36993,26712,29904
4091,1,36993,35681,34882
4092,1,36993,27581,33199
4093,1,36993,29598,32749
4094,1,36993,28938,29377
4095,1,36993,35009,30942
4096,1,36993,36771,30229
4097,1,36993,31822,28795
4098,1,36993,35586,26626
4099,1,36993,33141,27975
4100,1,36993,33472,27275
4101,1,36993,28871,33752
4102,1,36993,33772,33827
4103,1,36993,30350,27813
4104,1,36993,36645,34409
4105,1,36993,30220,33313
4106,1,36993,32815,35719
4107,1,36993,36322,27681
4108,1,36993,27786,34090
4109,1,36993,34873,35586
4110,1,36993,35911,30177
4111,1,36993,27189,32492
4112,1,36993,30181,32898
4113,1,36993,27619,36255
4114,1,36993,29609,31180
4115,1,36993,36897,35590
4116,1,36993,27981,32006
4117,1,36993,33873,36282
4118,1,36993,35245,35526
4119,1,36993,32187,33079
4120,1,36993,35493,31917
4121,1,36993,32925,28272
4122,1,36993,36112,29921
4123,1,36993,32078,28072
4124,1,36993,36186,29638
4125,1,36993,33458,33795
4126,1,36993,30074,30977
4127,1,36993,30889,32008
4128,1,36993,29461,33691
4129,1,36993,32017,33173
4130,1,36993,35350,32061
4131,1,36993,33163,32336
4132,1,36993,34560,33468
4133,1,36993,31268,27638
4134,1,36993,32444,28516
4135,1,36993,32007,26810
4136,1,36993,28710,35729
4137,1,36993,28573,33025
4138,1,36993,36413,29519
4139,1,36993,33038,26859
4140,1,36993,31272,33812
4141,1,36993,28659,34578
4142,1,36993,35088,34559
4143,1,36993,36638,33148
4144,1,36993,34604,28581
4145,1,36993,31733,31700
4146,1,36993,32826,32068
4147,1,36993,29875,29526
4148,1,36993,32147,34856
4149,1,36993,27954,36813
4150,1,36993,27760,33443
4151,1,36993,34832,32447
4152,1,36993,31364,36876
4153,1,36993,27043,35757
4154,1,36993,29868,35496
4155,1,36993,30205,34556
4156,1,36993,28363,34878
4157,1,36993,26571,35264
4158,1,36993,32281,26850
4159,1,36993,28711,28633
4160,1,36993,35849,34208
4161,1,36993,35303,30048
4162,1,36993,28859,35260
4163,1,36993,27221,36523
4164,1,36993,32504,35756
4165,1,36993,31221,29919
4166,1,36993,34031,30964
4167,1,36993,33288,28671
4168,1,36993,36914,33381
4169,1,36993,36225,31672
4170,1,36993,32139,26519
4171,1,36993,33497,30194
4172,1,36993,31184,29406
4173,1,36993,27547,36253
4174,1,36993,28140,32434
4175,1,36993,27912,33958
4176,1,36993,34520,32742
4177,1,36993,28712,31358
4178,1,36993,36281,36293
4179,1,36993,35134,30327
4180,1,36993,29473,34255
4181,1,36993,27447,30954
4182,1,36993,31725,30534
4183,1,36993,32612,35084
4184,1,36993,35120,34123
4185,1,36993,32793,33055
4186,1,36993,34681,33724
4187,1,36993,30909,35337
4188,1,36993,33061,35731
4189,1,36993,28751,32217
4190,1,36993,36404,33208
4191,1,36993,32833,36742
4192,1,36993,34106,28019
4193,1,36993,27312,27870
4194,1,36993,33147,33144
4195,1,36993,35441,33974
4196,1,36993,33573,29785
4197,1,36993,30678,36824
4198,1,36993,27550,30273
4199,1,36993,34592,31735
4200,1,36993,35660,33874
4201,1,36993,34567,36010
4202,1,36993,33194,34357
4203,1,36993,34963,28084
4204,1,36993,29903,27726
4205,1,36993,34445,33032
4206,1,36993,28076,32487
4207,1,36993,28864,29485
4208,1,36993,34105,28808
4209,1,36993,35247,33344
4210,1,36993,29641,26575
4211,1,36993,26884,29933
4212,1,36993,33120,28071
4213,1,36993,28119,32648
4214,1,36993,26911,30941
4215,1,36993,29443,28198
4216,1,36993,28498,31588
4217,1,36993,26544,30259
4218,1,36993,35692,31671
4219,1,36993,31086,36291
4220,1,36993,33937,28981
4221,1,36993,35459,29608
4222,1,36993,29634,29494
4223,1,36993,35324,33877
4224,1,36993,36681,32352
4225,1,36993,28066,35360
4226,1,36993,35802,35313
4227,1,36993,31601,26859
4228,1,36993,32332,34436
4229,1,36993,36241,36066
4230,1,36993,29780,26536
4231,1,36993,28684,34142
