,predicate,subject,object,sub,pred,obj
2928,6907,11991,7798,7798,6907,11991
2929,7968,11991,3324,3324,7968,11991
2930,4791,11991,11211,11211,4791,11991
2931,10940,11991,10033,10033,10940,11991
2932,8071,11991,9491,9491,8071,11991
2933,9851,11991,4959,4959,9851,11991
2934,6152,11991,4100,4100,6152,11991
2935,11420,11991,6748,6748,11420,11991
2936,8006,11991,7922,7922,8006,11991
2937,11065,11991,8636,8636,11065,11991
2938,11046,11991,9535,9535,11046,11991
2939,1772,11991,3785,3785,1772,11991
2940,8110,11991,8106,8106,8110,11991
2941,3672,11991,8953,8953,3672,11991
2942,8453,11991,8902,8902,8453,11991
2943,9804,11991,11712,11712,9804,11991
2944,2615,11991,9608,9608,2615,11991
2945,2422,11991,3454,3454,2422,11991
2946,10919,11991,9247,9247,10919,11991
2947,9887,11991,8199,8199,9887,11991
2948,2192,11991,3070,3070,2192,11991
2949,10028,11991,3972,3972,10028,11991
2950,5447,11991,10483,10483,5447,11991
2951,5545,11991,3439,3439,5545,11991
2952,6839,11991,5842,5842,6839,11991
2953,4930,11991,3478,3478,4930,11991
2954,7802,11991,6797,6797,7802,11991
2955,8764,11991,11514,11514,8764,11991
2956,4049,11991,4275,4275,4049,11991
2957,3917,11991,6127,6127,3917,11991
2958,8418,11991,2749,2749,8418,11991
2959,10434,11991,9803,9803,10434,11991
2960,8837,11991,4523,4523,8837,11991
2961,7393,11991,7968,7968,7393,11991
2962,3076,11991,4372,4372,3076,11991
2963,11736,11991,7403,7403,11736,11991
2964,8561,11991,10379,10379,8561,11991
2965,3492,11991,3308,3308,3492,11991
2966,1801,11991,11191,11191,1801,11991
2967,3550,11991,5809,5809,3550,11991
2968,2286,11991,11975,11975,2286,11991
2969,2973,11991,2556,2556,2973,11991
2970,2152,11991,2700,2700,2152,11991
2971,5549,11991,9666,9666,5549,11991
2972,1599,11991,7474,7474,1599,11991
2973,9159,11991,11083,11083,9159,11991
2974,2571,11991,4691,4691,2571,11991
2975,9922,11991,10943,10943,9922,11991
2976,10744,11991,10474,10474,10744,11991
2977,3739,11991,8156,8156,3739,11991
2978,10687,11991,9380,9380,10687,11991
2979,2574,11991,9101,9101,2574,11991
2980,8977,11991,5306,5306,8977,11991
2981,7939,11991,5548,5548,7939,11991
2982,4248,11991,8512,8512,4248,11991
2983,4031,11991,6072,6072,4031,11991
2984,5344,11991,8733,8733,5344,11991
2985,10404,11991,10659,10659,10404,11991
2986,4553,11991,3837,3837,4553,11991
2987,6084,11991,9023,9023,6084,11991
2988,9130,11991,10087,10087,9130,11991
2989,3108,11991,6523,6523,3108,11991
2990,6852,11991,7316,7316,6852,11991
2991,3107,11991,2271,2271,3107,11991
2992,11697,11991,1682,1682,11697,11991
2993,3387,11991,10051,10051,3387,11991
2994,8073,11991,11867,11867,8073,11991
2995,2675,11991,4613,4613,2675,11991
2996,3870,11991,3938,3938,3870,11991
2997,4687,11991,4039,4039,4687,11991
2998,10188,11991,11923,11923,10188,11991
2999,6508,11991,6256,6256,6508,11991
3000,11624,11991,7593,7593,11624,11991
3001,2516,11991,5240,5240,2516,11991
3002,10569,11991,7315,7315,10569,11991
3003,7293,11991,8273,8273,7293,11991
3004,10080,11991,2915,2915,10080,11991
3005,2842,11991,7876,7876,2842,11991
3006,4305,11991,8420,8420,4305,11991
3007,6673,11991,11497,11497,6673,11991
3008,3051,11991,3173,3173,3051,11991
3009,4801,11991,9759,9759,4801,11991
3010,10083,11991,11766,11766,10083,11991
3011,5096,11991,4145,4145,5096,11991
3012,11944,11991,10324,10324,11944,11991
3013,4408,11991,3485,3485,4408,11991
3014,8923,11991,7673,7673,8923,11991
3015,8832,11991,4236,4236,8832,11991
3016,9515,11991,8751,8751,9515,11991
3017,4555,11991,5501,5501,4555,11991
3018,1505,11991,6826,6826,1505,11991
3019,10126,11991,8916,8916,10126,11991
3020,5472,11991,2468,2468,5472,11991
3021,5369,11991,4467,4467,5369,11991
3022,10731,11991,11628,11628,10731,11991
3023,5921,11991,2851,2851,5921,11991
3024,7263,11991,4205,4205,7263,11991
3025,7793,11991,6649,6649,7793,11991
3026,5626,11991,11856,11856,5626,11991
3027,10806,11991,5069,5069,10806,11991
3028,7388,11991,9289,9289,7388,11991
3029,8332,11991,8126,8126,8332,11991
3030,3144,11991,1570,1570,3144,11991
3031,3132,11991,1747,1747,3132,11991
3032,4282,11991,5839,5839,4282,11991
3033,4059,11991,7885,7885,4059,11991
3034,10983,11991,3981,3981,10983,11991
3035,5444,11991,2726,2726,5444,11991
3036,7520,11991,11898,11898,7520,11991
3037,10450,11991,7093,7093,10450,11991
3038,2139,11991,8240,8240,2139,11991
3039,1682,11991,5023,5023,1682,11991
3040,10202,11991,6567,6567,10202,11991
3041,9253,11991,10965,10965,9253,11991
3042,4796,11991,1615,1615,4796,11991
3043,3372,11991,6985,6985,3372,11991
3044,5243,11991,7550,7550,5243,11991
3045,11225,11991,3906,3906,11225,11991
3046,1981,11991,7617,7617,1981,11991
3047,6802,11991,8293,8293,6802,11991
3048,6302,11991,3750,3750,6302,11991
3049,10163,11991,2146,2146,10163,11991
3050,4379,11991,10791,10791,4379,11991
3051,9725,11991,7991,7991,9725,11991
3052,7539,11991,4860,4860,7539,11991
3053,3752,11991,1749,1749,3752,11991
3054,11311,11991,9038,9038,11311,11991
3055,6705,11991,5816,5816,6705,11991
3056,5452,11991,4454,4454,5452,11991
3057,4423,11991,7816,7816,4423,11991
3058,2574,11991,8711,8711,2574,11991
3059,6443,11991,11238,11238,6443,11991
3060,7262,11991,10777,10777,7262,11991
3061,6917,11991,8851,8851,6917,11991
3062,10798,11991,10759,10759,10798,11991
3063,10929,11991,10008,10008,10929,11991
3064,4626,11991,9838,9838,4626,11991
3065,3512,11991,10562,10562,3512,11991
3066,9698,11991,9712,9712,9698,11991
3067,2740,11991,11768,11768,2740,11991
3068,2271,11991,8937,8937,2271,11991
3069,10264,11991,7743,7743,10264,11991
3070,4436,11991,2239,2239,4436,11991
3071,8037,11991,4003,4003,8037,11991
3072,7554,11991,11018,11018,7554,11991
3073,3281,11991,5509,5509,3281,11991
3074,4235,11991,5366,5366,4235,11991
3075,10622,11991,11026,11026,10622,11991
3076,11459,11991,11815,11815,11459,11991
3077,7797,11991,2043,2043,7797,11991
3078,7018,11991,9931,9931,7018,11991
3079,1904,11991,5498,5498,1904,11991
3080,1861,11991,4110,4110,1861,11991
3081,9877,11991,9630,9630,9877,11991
3082,8380,11991,5370,5370,8380,11991
3083,6979,11991,6931,6931,6979,11991
3084,4329,11991,3982,3982,4329,11991
3085,2818,11991,4392,4392,2818,11991
3086,5685,11991,5135,5135,5685,11991
3087,3802,11991,6789,6789,3802,11991
3088,3824,11991,10147,10147,3824,11991
3089,11643,11991,8341,8341,11643,11991
3090,6701,11991,2768,2768,6701,11991
3091,7032,11991,6293,6293,7032,11991
3092,11954,11991,10714,10714,11954,11991
3093,7134,11991,6356,6356,7134,11991
3094,3144,11991,11489,11489,3144,11991
3095,3210,11991,4293,4293,3210,11991
3096,7102,11991,7042,7042,7102,11991
3097,11648,11991,3201,3201,11648,11991
3098,2195,11991,11192,11192,2195,11991
3099,8723,11991,5080,5080,8723,11991
3100,5153,11991,11889,11889,5153,11991
3101,5419,11991,11393,11393,5419,11991
3102,5428,11991,3817,3817,5428,11991
3103,7620,11991,11678,11678,7620,11991
3104,5417,11991,6773,6773,5417,11991
3105,3971,11991,3723,3723,3971,11991
3106,3961,11991,4223,4223,3961,11991
3107,8949,11991,7299,7299,8949,11991
3108,11808,11991,7692,7692,11808,11991
3109,9976,11991,11808,11808,9976,11991
3110,3414,11991,3423,3423,3414,11991
3111,8078,11991,4356,4356,8078,11991
3112,11734,11991,2031,2031,11734,11991
3113,10658,11991,5414,5414,10658,11991
3114,6700,11991,4037,4037,6700,11991
3115,7143,11991,2442,2442,7143,11991
3116,10386,11991,11526,11526,10386,11991
3117,10479,11991,5005,5005,10479,11991
3118,6757,11991,2260,2260,6757,11991
3119,4630,11991,9201,9201,4630,11991
3120,4708,11991,6329,6329,4708,11991
3121,4776,11991,4383,4383,4776,11991
3122,8056,11991,11718,11718,8056,11991
3123,9549,11991,9716,9716,9549,11991
3124,9076,11991,4200,4200,9076,11991
3125,1934,11991,11349,11349,1934,11991
3126,3198,11991,6863,6863,3198,11991
3127,4447,11991,3401,3401,4447,11991
3128,6364,11991,3136,3136,6364,11991
3129,10411,11991,10274,10274,10411,11991
3130,11237,11991,7949,7949,11237,11991
3131,4497,11991,1509,1509,4497,11991
3132,7333,11991,7500,7500,7333,11991
3133,6393,11991,1959,1959,6393,11991
3134,9835,11991,8777,8777,9835,11991
3135,4849,11991,8177,8177,4849,11991
3136,10804,11991,10807,10807,10804,11991
3137,5656,11991,2032,2032,5656,11991
3138,10981,11991,6611,6611,10981,11991
3139,11064,11991,7189,7189,11064,11991
3140,9234,11991,6796,6796,9234,11991
3141,5109,11991,1756,1756,5109,11991
3142,8712,11991,3242,3242,8712,11991
3143,8716,11991,3898,3898,8716,11991
3144,6570,11991,2767,2767,6570,11991
3145,10806,11991,2451,2451,10806,11991
3146,3618,11991,9383,9383,3618,11991
3147,11647,11991,3550,3550,11647,11991
3148,9024,11991,9163,9163,9024,11991
3149,11279,11991,3918,3918,11279,11991
3150,6462,11991,10568,10568,6462,11991
3151,1632,11991,7658,7658,1632,11991
3152,7988,11991,9067,9067,7988,11991
3153,3871,11991,10041,10041,3871,11991
3154,6997,11991,2538,2538,6997,11991
3155,5630,11991,6212,6212,5630,11991
3156,4162,11991,3878,3878,4162,11991
3157,8766,11991,11840,11840,8766,11991
3158,2132,11991,4371,4371,2132,11991
3159,9161,11991,6071,6071,9161,11991
3160,3327,11991,11498,11498,3327,11991
3161,10511,11991,4966,4966,10511,11991
3162,7271,11991,11066,11066,7271,11991
3163,4865,11991,6781,6781,4865,11991
3164,9544,11991,8666,8666,9544,11991
3165,11696,11991,2921,2921,11696,11991
3166,9142,11991,3948,3948,9142,11991
3167,6242,11991,3684,3684,6242,11991
3168,9533,11991,8558,8558,9533,11991
3169,10417,11991,11373,11373,10417,11991
3170,4034,11991,5187,5187,4034,11991
3171,2638,11991,9358,9358,2638,11991
3172,11212,11991,4899,4899,11212,11991
3173,4938,11991,6011,6011,4938,11991
3174,11304,11991,2596,2596,11304,11991
3175,3674,11991,9686,9686,3674,11991
3176,2322,11991,5058,5058,2322,11991
3177,2879,11991,4349,4349,2879,11991
3178,8888,11991,2121,2121,8888,11991
3179,5902,11991,2989,2989,5902,11991
3180,3638,11991,3385,3385,3638,11991
3181,7332,11991,5107,5107,7332,11991
3182,7359,11991,3453,3453,7359,11991
3183,2377,11991,8447,8447,2377,11991
3184,3309,11991,6370,6370,3309,11991
3185,11159,11991,2050,2050,11159,11991
3186,10477,11991,11395,11395,10477,11991
3187,9871,11991,3637,3637,9871,11991
3188,10242,11991,4124,4124,10242,11991
3189,11929,11991,11727,11727,11929,11991
3190,3155,11991,5836,5836,3155,11991
3191,11206,11991,3183,3183,11206,11991
3192,10053,11991,4048,4048,10053,11991
3193,8785,11991,7728,7728,8785,11991
3194,5877,11991,7872,7872,5877,11991
3195,11532,11991,11938,11938,11532,11991
3196,10845,11991,2799,2799,10845,11991
3197,2297,11991,8835,8835,2297,11991
3198,3052,11991,5204,5204,3052,11991
3199,5293,11991,4714,4714,5293,11991
3200,6987,11991,4403,4403,6987,11991
3201,7444,11991,7983,7983,7444,11991
3202,7791,11991,7212,7212,7791,11991
3203,4089,11991,2220,2220,4089,11991
3204,4854,11991,9202,9202,4854,11991
3205,4710,11991,5415,5415,4710,11991
3206,7008,11991,11647,11647,7008,11991
3207,1888,11991,9478,9478,1888,11991
3208,2989,11991,3280,3280,2989,11991
3209,4557,11991,1939,1939,4557,11991
3210,11926,11991,3543,3543,11926,11991
3211,6730,11991,3629,3629,6730,11991
3212,11450,11991,1885,1885,11450,11991
3213,2373,11991,2663,2663,2373,11991
3214,5851,11991,2387,2387,5851,11991
3215,2808,11991,3123,3123,2808,11991
3216,2674,11991,8586,8586,2674,11991
3217,10911,11991,7887,7887,10911,11991
3218,7221,11991,7569,7569,7221,11991
3219,5008,11991,2327,2327,5008,11991
3220,7355,11991,7589,7589,7355,11991
3221,6826,11991,10246,10246,6826,11991
3222,3726,11991,10506,10506,3726,11991
3223,3359,11991,9445,9445,3359,11991
3224,5177,11991,5789,5789,5177,11991
3225,8227,11991,4154,4154,8227,11991
3226,4111,11991,2691,2691,4111,11991
3227,5340,11991,11081,11081,5340,11991
3228,8051,11991,8969,8969,8051,11991
3229,2265,11991,9112,9112,2265,11991
3230,9920,11991,6195,6195,9920,11991
3231,2926,11991,3802,3802,2926,11991
3232,6489,11991,4527,4527,6489,11991
3233,1761,11991,9528,9528,1761,11991
3234,9943,11991,10667,10667,9943,11991
3235,6524,11991,11300,11300,6524,11991
3236,6873,11991,3578,3578,6873,11991
3237,3513,11991,8224,8224,3513,11991
3238,2820,11991,5062,5062,2820,11991
3239,9173,11991,3026,3026,9173,11991
3240,8139,11991,9594,9594,8139,11991
3241,4801,11991,3572,3572,4801,11991
3242,3600,11991,1559,1559,3600,11991
3243,2299,11991,5949,5949,2299,11991
3244,9207,11991,5894,5894,9207,11991
3245,10461,11991,6381,6381,10461,11991
3246,4118,11991,9541,9541,4118,11991
3247,9641,11991,3616,3616,9641,11991
3248,10950,11991,10113,10113,10950,11991
3249,8509,11991,6968,6968,8509,11991
3250,3384,11991,8562,8562,3384,11991
3251,10190,11991,4853,4853,10190,11991
3252,11572,11991,7914,7914,11572,11991
3253,7104,11991,2222,2222,7104,11991
3254,8615,11991,2272,2272,8615,11991
3255,11401,11991,9144,9144,11401,11991
3256,8188,11991,2495,2495,8188,11991
3257,11926,11991,5581,5581,11926,11991
3258,6578,11991,11610,11610,6578,11991
3259,11129,11991,9135,9135,11129,11991
3260,6822,11991,7411,7411,6822,11991
3261,7537,11991,3577,3577,7537,11991
3262,9185,11991,10556,10556,9185,11991
3263,7409,11991,8332,8332,7409,11991
3264,8123,11991,8409,8409,8123,11991
3265,5650,11991,5520,5520,5650,11991
3266,6998,11991,9121,9121,6998,11991
3267,3455,11991,1598,1598,3455,11991
3268,10508,11991,5877,5877,10508,11991
3269,4084,11991,2777,2777,4084,11991
3270,10455,11991,9629,9629,10455,11991
3271,3757,11991,4010,4010,3757,11991
3272,8628,11991,6418,6418,8628,11991
3273,4862,11991,10767,10767,4862,11991
3274,10364,11991,5385,5385,10364,11991
3275,7561,11991,10592,10592,7561,11991
3276,3497,11991,9572,9572,3497,11991
3277,1759,11991,6492,6492,1759,11991
3278,10529,11991,4313,4313,10529,11991
3279,6316,11991,4623,4623,6316,11991
3280,1728,11991,11555,11555,1728,11991
3281,4263,11991,9781,9781,4263,11991
3282,3674,11991,2163,2163,3674,11991
3283,10006,11991,2136,2136,10006,11991
3284,8167,11991,1737,1737,8167,11991
3285,8776,11991,11687,11687,8776,11991
3286,9852,11991,11781,11781,9852,11991
3287,2224,11991,10608,10608,2224,11991
3288,8963,11991,8570,8570,8963,11991
3289,7758,11991,5892,5892,7758,11991
3290,5898,11991,5924,5924,5898,11991
3291,5600,11991,6848,6848,5600,11991
3292,3182,11991,6953,6953,3182,11991
3293,7626,11991,11287,11287,7626,11991
3294,11005,11991,8164,8164,11005,11991
3295,4406,11991,6226,6226,4406,11991
3296,6585,11991,6259,6259,6585,11991
3297,1525,11991,10855,10855,1525,11991
3298,3199,11991,6479,6479,3199,11991
3299,9404,11991,3244,3244,9404,11991
3300,10238,11991,8254,8254,10238,11991
3301,5098,11991,6623,6623,5098,11991
3302,5091,11991,7941,7941,5091,11991
3303,9792,11991,11136,11136,9792,11991
3304,5154,11991,9822,9822,5154,11991
3305,2616,11991,3143,3143,2616,11991
3306,2720,11991,5878,5878,2720,11991
3307,8027,11991,4771,4771,8027,11991
3308,6741,11991,2890,2890,6741,11991
3309,11447,11991,11832,11832,11447,11991
3310,8225,11991,6778,6778,8225,11991
3311,4901,11991,6446,6446,4901,11991
3312,7052,11991,5420,5420,7052,11991
3313,10476,11991,8703,8703,10476,11991
3314,5946,11991,10981,10981,5946,11991
3315,6891,11991,10201,10201,6891,11991
3316,2922,11991,10877,10877,2922,11991
3317,9272,11991,8995,8995,9272,11991
3318,2065,11991,8064,8064,2065,11991
3319,1510,11991,8255,8255,1510,11991
3320,3661,11991,6280,6280,3661,11991
3321,5392,11991,4659,4659,5392,11991
3322,4192,11991,2818,2818,4192,11991
3323,2897,11991,7104,7104,2897,11991
3324,4456,11991,5338,5338,4456,11991
3325,6106,11991,4660,4660,6106,11991
3326,6550,11991,11948,11948,6550,11991
3327,4852,11991,4913,4913,4852,11991
3328,7898,11991,9381,9381,7898,11991
3329,8041,11991,5260,5260,8041,11991
3330,2060,11991,4646,4646,2060,11991
3331,10567,11991,5992,5992,10567,11991
3332,11806,11991,2643,2643,11806,11991
3333,7064,11991,4024,4024,7064,11991
3334,9146,11991,2291,2291,9146,11991
3335,7788,11991,1947,1947,7788,11991
3336,9390,11991,5574,5574,9390,11991
3337,5805,11991,4824,4824,5805,11991
3338,4080,11991,7040,7040,4080,11991
3339,7138,11991,3791,3791,7138,11991
3340,11208,11991,10591,10591,11208,11991
3341,1736,11991,5563,5563,1736,11991
3342,10934,11991,10021,10021,10934,11991
3343,10135,11991,9020,9020,10135,11991
3344,8281,11991,4256,4256,8281,11991
3345,1698,11991,11070,11070,1698,11991
3346,7309,11991,5764,5764,7309,11991
3347,11484,11991,3923,3923,11484,11991
3348,1925,11991,11757,11757,1925,11991
3349,3199,11991,8257,8257,3199,11991
3350,2436,11991,11430,11430,2436,11991
3351,4860,11991,10550,10550,4860,11991
3352,1502,11991,3349,3349,1502,11991
3353,9357,11991,4485,4485,9357,11991
3354,7947,11991,7759,7759,7947,11991
3355,4502,11991,3683,3683,4502,11991
3356,3447,11991,10590,10590,3447,11991
3357,4565,11991,6548,6548,4565,11991
3358,3337,11991,10652,10652,3337,11991
3359,11388,11991,3655,3655,11388,11991
3360,5229,11991,10437,10437,5229,11991
3361,10194,11991,9203,9203,10194,11991
3362,2321,11991,2529,2529,2321,11991
3363,8538,11991,6189,6189,8538,11991
3364,5298,11991,11751,11751,5298,11991
3365,9204,11991,4980,4980,9204,11991
3366,6872,11991,3016,3016,6872,11991
3367,11247,11991,3363,3363,11247,11991
3368,9125,11991,5444,5444,9125,11991
3369,8241,11991,10040,10040,8241,11991
3370,8655,11991,10634,10634,8655,11991
3371,8422,11991,11760,11760,8422,11991
3372,10798,11991,10863,10863,10798,11991
3373,5131,11991,11401,11401,5131,11991
3374,10540,11991,10630,10630,10540,11991
3375,8386,11991,7886,7886,8386,11991
3376,1713,11991,8284,8284,1713,11991
3377,3848,11991,9837,9837,3848,11991
3378,5779,11991,2598,2598,5779,11991
3379,3596,11991,3430,3430,3596,11991
3380,3003,11991,11100,11100,3003,11991
3381,9948,11991,3091,3091,9948,11991
3382,7806,11991,5872,5872,7806,11991
3383,5418,11991,5569,5569,5418,11991
3384,6079,11991,8374,8374,6079,11991
3385,10024,11991,7797,7797,10024,11991
3386,11048,11991,10194,10194,11048,11991
3387,9593,11991,9706,9706,9593,11991
3388,4358,11991,8225,8225,4358,11991
3389,5388,11991,5897,5897,5388,11991
3390,8269,11991,9288,9288,8269,11991
3391,2102,11991,1774,1774,2102,11991
3392,4394,11991,10135,10135,4394,11991
3393,6782,11991,8212,8212,6782,11991
3394,4923,11991,6788,6788,4923,11991
3395,2084,11991,11303,11303,2084,11991
3396,8021,11991,7389,7389,8021,11991
3397,5675,11991,10140,10140,5675,11991
3398,1920,11991,6749,6749,1920,11991
3399,8881,11991,7588,7588,8881,11991
3400,6196,11991,7397,7397,6196,11991
3401,5070,11991,8433,8433,5070,11991
3402,4114,11991,8867,8867,4114,11991
3403,8858,11991,7568,7568,8858,11991
3404,5762,11991,4835,4835,5762,11991
3405,4074,11991,10729,10729,4074,11991
3406,6169,11991,11590,11590,6169,11991
3407,4226,11991,11637,11637,4226,11991
3408,5894,11991,9615,9615,5894,11991
3409,6068,11991,4080,4080,6068,11991
3410,9618,11991,4362,4362,9618,11991
3411,10525,11991,2407,2407,10525,11991
3412,11307,11991,1671,1671,11307,11991
3413,4770,11991,11704,11704,4770,11991
3414,8237,11991,4522,4522,8237,11991
3415,3262,11991,5116,5116,3262,11991
3416,11938,11991,6940,6940,11938,11991
3417,6518,11991,3502,3502,6518,11991
3418,5210,11991,11823,11823,5210,11991
3419,8221,11991,8213,8213,8221,11991
3420,6290,11991,4545,4545,6290,11991
3421,6643,11991,3017,3017,6643,11991
3422,3311,11991,7084,7084,3311,11991
3423,11291,11991,6043,6043,11291,11991
3424,2730,11991,7171,7171,2730,11991
3425,10966,11991,2744,2744,10966,11991
3426,2797,11991,3751,3751,2797,11991
3427,9925,11991,2238,2238,9925,11991
3428,3990,11991,2883,2883,3990,11991
3429,3011,11991,9280,9280,3011,11991
3430,8256,11991,4211,4211,8256,11991
3431,9194,11991,7211,7211,9194,11991
3432,5144,11991,11002,11002,5144,11991
3433,7520,11991,9582,9582,7520,11991
3434,4857,11991,11488,11488,4857,11991
3435,2576,11991,7074,7074,2576,11991
3436,3175,11991,4630,4630,3175,11991
3437,5905,11991,5700,5700,5905,11991
3438,10448,11991,9256,9256,10448,11991
3439,7250,11991,10265,10265,7250,11991
3440,10853,11991,6586,6586,10853,11991
3441,1953,11991,6594,6594,1953,11991
3442,10689,11991,5423,5423,10689,11991
3443,3096,11991,3891,3891,3096,11991
3444,7710,11991,4030,4030,7710,11991
3445,9459,11991,5171,5171,9459,11991
3446,6483,11991,8219,8219,6483,11991
3447,5360,11991,7128,7128,5360,11991
3448,3828,11991,3079,3079,3828,11991
3449,9306,11991,9694,9694,9306,11991
3450,9011,11991,4746,4746,9011,11991
3451,3012,11991,11970,11970,3012,11991
3452,8874,11991,3048,3048,8874,11991
3453,5733,11991,5728,5728,5733,11991
3454,6621,11991,3686,3686,6621,11991
3455,1554,11991,6331,6331,1554,11991
3456,9226,11991,10362,10362,9226,11991
3457,4711,11991,3975,3975,4711,11991
3458,2548,11991,9855,9855,2548,11991
3459,1788,11991,5308,5308,1788,11991
3460,3313,11991,7751,7751,3313,11991
3461,9153,11991,2555,2555,9153,11991
3462,7614,11991,5413,5413,7614,11991
3463,5433,11991,3587,3587,5433,11991
3464,6591,11991,3348,3348,6591,11991
3465,9775,11991,10513,10513,9775,11991
3466,9600,11991,10950,10950,9600,11991
3467,5701,11991,5981,5981,5701,11991
3468,5427,11991,8579,8579,5427,11991
3469,6631,11991,8070,8070,6631,11991
3470,5946,11991,6818,6818,5946,11991
3471,9158,11991,2841,2841,9158,11991
3472,7349,11991,4476,4476,7349,11991
3473,9311,11991,7689,7689,9311,11991
3474,8000,11991,7385,7385,8000,11991
3475,3357,11991,3731,3731,3357,11991
3476,3864,11991,11061,11061,3864,11991
3477,8184,11991,3132,3132,8184,11991
3478,3340,11991,4998,4998,3340,11991
3479,6735,11991,11051,11051,6735,11991
3480,8789,11991,8169,8169,8789,11991
3481,5374,11991,1975,1975,5374,11991
3482,7162,11991,4390,4390,7162,11991
3483,1873,11991,3019,3019,1873,11991
3484,6515,11991,5692,5692,6515,11991
3485,4597,11991,4655,4655,4597,11991
3486,2864,11991,3973,3973,2864,11991
3487,5302,11991,2783,2783,5302,11991
3488,7730,11991,2812,2812,7730,11991
3489,9109,11991,4786,4786,9109,11991
3490,10686,11991,7783,7783,10686,11991
3491,5383,11991,9682,9682,5383,11991
3492,8026,11991,2193,2193,8026,11991
3493,7567,11991,3983,3983,7567,11991
3494,8159,11991,10425,10425,8159,11991
3495,3328,11991,6380,6380,3328,11991
3496,9194,11991,5029,5029,9194,11991
3497,6034,11991,8597,8597,6034,11991
3498,2462,11991,4823,4823,2462,11991
3499,3995,11991,7618,7618,3995,11991
3500,1539,11991,11978,11978,1539,11991
3501,11765,11991,2155,2155,11765,11991
3502,2730,11991,4142,4142,2730,11991
3503,1785,11991,3137,3137,1785,11991
3504,2951,11991,4794,4794,2951,11991
3505,9266,11991,11094,11094,9266,11991
3506,6782,11991,6079,6079,6782,11991
3507,4693,11991,10168,10168,4693,11991
3508,5667,11991,4129,4129,5667,11991
3509,11910,11991,6858,6858,11910,11991
3510,3213,11991,8633,8633,3213,11991
3511,2134,11991,2737,2737,2134,11991
3512,2161,11991,5829,5829,2161,11991
3513,11838,11991,7428,7428,11838,11991
3514,9337,11991,4982,4982,9337,11991
3515,8104,11991,1790,1790,8104,11991
3516,2167,11991,4212,4212,2167,11991
3517,3563,11991,9836,9836,3563,11991
3518,4281,11991,6691,6691,4281,11991
3519,8054,11991,6947,6947,8054,11991
3520,1703,11991,10064,10064,1703,11991
3521,5849,11991,10094,10094,5849,11991
3522,8124,11991,8789,8789,8124,11991
3523,11106,11991,6721,6721,11106,11991
3524,8376,11991,11776,11776,8376,11991
3525,3336,11991,4957,4957,3336,11991
3526,7808,11991,2355,2355,7808,11991
3527,2462,11991,4411,4411,2462,11991
3528,5603,11991,4908,4908,5603,11991
3529,6058,11991,6258,6258,6058,11991
3530,11626,11991,11285,11285,11626,11991
3531,1720,11991,9959,9959,1720,11991
3532,1818,11991,5942,5942,1818,11991
3533,6080,11991,10964,10964,6080,11991
3534,5999,11991,5196,5196,5999,11991
3535,7521,11991,8183,8183,7521,11991
3536,2524,11991,11520,11520,2524,11991
3537,11524,11991,11261,11261,11524,11991
3538,11141,11991,5145,5145,11141,11991
3539,6842,11991,9269,9269,6842,11991
3540,8315,11991,7475,7475,8315,11991
3541,5235,11991,7619,7619,5235,11991
3542,9737,11991,6764,6764,9737,11991
3543,8044,11991,2042,2042,8044,11991
3544,4605,11991,11831,11831,4605,11991
3545,5274,11991,9152,9152,5274,11991
3546,4288,11991,2873,2873,4288,11991
3547,10470,11991,10541,10541,10470,11991
3548,9956,11991,5249,5249,9956,11991
3549,5854,11991,3355,3355,5854,11991
3550,7176,11991,4502,4502,7176,11991
3551,4260,11991,7199,7199,4260,11991
3552,7541,11991,10473,10473,7541,11991
3553,8125,11991,8110,8110,8125,11991
3554,4339,11991,6096,6096,4339,11991
3555,9340,11991,9892,9892,9340,11991
3556,9251,11991,5756,5756,9251,11991
3557,11536,11991,11851,11851,11536,11991
3558,6470,11991,11897,11897,6470,11991
3559,11832,11991,9318,9318,11832,11991
3560,11282,11991,11563,11563,11282,11991
3561,2348,11991,7672,7672,2348,11991
3562,10112,11991,8971,8971,10112,11991
3563,3629,11991,5401,5401,3629,11991
3564,9217,11991,11710,11710,9217,11991
3565,9299,11991,10499,10499,9299,11991
3566,9768,11991,2914,2914,9768,11991
3567,3951,11991,7213,7213,3951,11991
3568,8132,11991,6055,6055,8132,11991
3569,4629,11991,3860,3860,4629,11991
3570,11917,11991,7523,7523,11917,11991
3571,6810,11991,3188,3188,6810,11991
3572,6369,11991,3211,3211,6369,11991
3573,4158,11991,9664,9664,4158,11991
3574,10139,11991,6664,6664,10139,11991
3575,2148,11991,11010,11010,2148,11991
3576,9789,11991,9628,9628,9789,11991
3577,3762,11991,7204,7204,3762,11991
3578,2685,11991,5621,5621,2685,11991
3579,5183,11991,7838,7838,5183,11991
3580,1620,11991,1652,1652,1620,11991
3581,11293,11991,8339,8339,11293,11991
3582,10958,11991,11439,11439,10958,11991
3583,11548,11991,9519,9519,11548,11991
3584,8823,11991,4036,4036,8823,11991
3585,5997,11991,9151,9151,5997,11991
3586,6253,11991,5826,5826,6253,11991
3587,8455,11991,6662,6662,8455,11991
3588,10001,11991,11222,11222,10001,11991
3589,5852,11991,9158,9158,5852,11991
3590,7727,11991,2510,2510,7727,11991
3591,10507,11991,1551,1551,10507,11991
3592,5066,11991,6857,6857,5066,11991
