,predicate,subject,object,sub,pred,obj
0,11255,11991,11256,11256,11255,11991
1,8800,11991,9667,9667,8800,11991
2,11763,11991,3579,3579,11763,11991
3,9682,11991,9681,9681,9682,11991
4,9009,11991,9336,9336,9009,11991
5,11958,11991,11956,11956,11958,11991
6,8924,11991,8883,8883,8924,11991
7,11565,11991,11632,11632,11565,11991
8,8936,11991,8917,8917,8936,11991
9,5011,11991,11318,11318,5011,11991
10,11737,11991,9265,9265,11737,11991
11,8965,11991,9217,9217,8965,11991
12,2179,11991,6758,6758,2179,11991
13,2402,11991,2018,2018,2402,11991
14,11785,11991,8838,8838,11785,11991
15,8691,11991,1901,1901,8691,11991
16,1651,11991,2103,2103,1651,11991
17,2059,11991,2462,2462,2059,11991
18,11829,11991,9530,9530,11829,11991
19,9315,11991,9321,9321,9315,11991
20,8792,11991,11777,11777,8792,11991
21,2465,11991,1688,1688,2465,11991
22,9276,11991,9438,9438,9276,11991
23,2465,11991,2426,2426,2465,11991
24,8603,11991,8585,8585,8603,11991
25,2465,11991,2067,2067,2465,11991
26,2248,11991,1761,1761,2248,11991
27,9415,11991,9461,9461,9415,11991
28,9580,11991,9665,9665,9580,11991
29,11717,11991,11716,11716,11717,11991
30,1866,11991,9661,9661,1866,11991
31,11322,11991,11659,11659,11322,11991
32,11561,11991,11616,11616,11561,11991
33,2208,11991,5461,5461,2208,11991
34,6723,11991,2748,2748,6723,11991
35,1606,11991,11432,11432,1606,11991
36,9600,11991,9601,9601,9600,11991
37,1635,11991,11762,11762,1635,11991
38,2291,11991,9513,9513,2291,11991
39,6723,11991,5908,5908,6723,11991
40,2228,11991,9619,9619,2228,11991
41,2453,11991,2164,2164,2453,11991
42,2250,11991,1846,1846,2250,11991
43,1737,11991,9516,9516,1737,11991
44,6753,11991,1777,1777,6753,11991
45,9055,11991,9394,9394,9055,11991
46,1609,11991,2801,2801,1609,11991
47,9230,11991,8961,8961,9230,11991
48,8942,11991,9008,9008,8942,11991
49,2465,11991,1863,1863,2465,11991
50,2803,11991,9592,9592,2803,11991
51,8608,11991,3261,3261,8608,11991
52,8952,11991,9040,9040,8952,11991
53,9461,11991,9459,9459,9461,11991
54,8745,11991,8634,8634,8745,11991
55,8953,11991,9230,9230,8953,11991
56,1639,11991,11359,11359,1639,11991
57,1820,11991,1821,1821,1820,11991
58,8575,11991,11549,11549,8575,11991
59,1860,11991,1659,1659,1860,11991
60,1838,11991,2971,2971,1838,11991
61,1611,11991,3988,3988,1611,11991
62,11771,11991,9099,9099,11771,11991
63,2465,11991,1660,1660,2465,11991
64,9473,11991,9475,9475,9473,11991
65,1798,11991,1721,1721,1798,11991
66,1599,11991,8772,8772,1599,11991
67,9394,11991,9052,9052,9394,11991
68,1617,11991,1633,1633,1617,11991
69,11541,11991,11540,11540,11541,11991
70,9253,11991,8965,8965,9253,11991
71,8979,11991,8944,8944,8979,11991
72,9556,11991,9598,9598,9556,11991
73,11760,11991,1682,1682,11760,11991
74,9297,11991,9296,9296,9297,11991
75,1647,11991,11766,11766,1647,11991
76,9648,11991,11558,11558,9648,11991
77,3551,11991,8868,8868,3551,11991
78,6717,11991,2069,2069,6717,11991
79,9315,11991,9312,9312,9315,11991
80,2248,11991,9517,9517,2248,11991
81,9506,11991,11318,11318,9506,11991
82,2123,11991,1640,1640,2123,11991
83,2801,11991,11792,11792,2801,11991
84,9541,11991,8546,8546,9541,11991
85,9726,11991,11518,11518,9726,11991
86,2809,11991,11157,11157,2809,11991
87,8608,11991,9762,9762,8608,11991
88,2443,11991,8815,8815,2443,11991
89,9289,11991,9293,9293,9289,11991
90,8889,11991,8895,8895,8889,11991
91,6671,11991,8588,8588,6671,11991
92,11724,11991,11705,11705,11724,11991
93,11433,11991,4206,4206,11433,11991
94,9133,11991,9298,9298,9133,11991
95,9614,11991,11775,11775,9614,11991
96,8603,11991,1589,1589,8603,11991
97,2179,11991,1718,1718,2179,11991
98,2465,11991,1969,1969,2465,11991
99,1811,11991,2467,2467,1811,11991
100,11347,11991,6726,6726,11347,11991
101,3697,11991,11043,11043,3697,11991
102,8957,11991,11492,11492,8957,11991
103,8948,11991,9222,9222,8948,11991
104,2113,11991,9593,9593,2113,11991
105,9013,11991,9202,9202,9013,11991
106,8942,11991,9058,9058,8942,11991
107,9217,11991,8991,8991,9217,11991
108,11503,11991,11513,11513,11503,11991
109,5051,11991,11783,11783,5051,11991
110,9473,11991,9635,9635,9473,11991
111,8603,11991,1585,1585,8603,11991
112,1609,11991,11547,11547,1609,11991
113,9484,11991,9472,9472,9484,11991
114,1609,11991,1646,1646,1609,11991
115,8959,11991,9071,9071,8959,11991
116,8935,11991,8934,8934,8935,11991
117,8691,11991,8835,8835,8691,11991
118,5567,11991,8797,8797,5567,11991
119,11250,11991,11248,11248,11250,11991
120,11499,11991,11511,11511,11499,11991
121,3839,11991,2113,2113,3839,11991
122,1623,11991,11771,11771,1623,11991
123,2228,11991,11782,11782,2228,11991
124,8852,11991,8867,8867,8852,11991
125,11486,11991,8980,8980,11486,11991
126,8852,11991,8769,8769,8852,11991
127,1609,11991,1641,1641,1609,11991
128,9239,11991,9064,9064,9239,11991
129,9633,11991,9589,9589,9633,11991
130,2228,11991,8788,8788,2228,11991
131,6667,11991,8303,8303,6667,11991
132,11268,11991,1792,1792,11268,11991
133,2746,11991,2226,2226,2746,11991
134,2113,11991,11556,11556,2113,11991
135,9070,11991,9356,9356,9070,11991
136,8979,11991,8976,8976,8979,11991
137,9330,11991,9055,9055,9330,11991
138,8945,11991,8954,8954,8945,11991
139,1681,11991,1743,1743,1681,11991
140,8960,11991,9056,9056,8960,11991
141,1659,11991,8742,8742,1659,11991
142,1608,11991,1625,1625,1608,11991
143,11117,11991,9637,9637,11117,11991
144,11022,11991,11071,11071,11022,11991
145,1609,11991,9563,9563,1609,11991
146,11708,11991,11867,11867,11708,11991
147,2465,11991,2085,2085,2465,11991
148,1603,11991,5102,5102,1603,11991
149,11474,11991,11758,11758,11474,11991
150,11499,11991,11508,11508,11499,11991
151,2329,11991,1978,1978,2329,11991
152,11477,11991,11669,11669,11477,11991
153,1866,11991,9469,9469,1866,11991
154,1635,11991,11772,11772,1635,11991
155,8979,11991,9342,9342,8979,11991
156,11708,11991,11866,11866,11708,11991
157,1646,11991,11424,11424,1646,11991
158,8788,11991,8879,8879,8788,11991
159,5051,11991,9502,9502,5051,11991
160,8603,11991,8559,8559,8603,11991
161,9456,11991,9455,9455,9456,11991
162,9267,11991,11730,11730,9267,11991
163,9181,11991,11551,11551,9181,11991
164,9523,11991,11311,11311,9523,11991
165,3839,11991,11637,11637,3839,11991
166,8839,11991,9867,9867,8839,11991
167,6667,11991,8549,8549,6667,11991
168,8958,11991,8952,8952,8958,11991
169,2166,11991,11268,11268,2166,11991
170,1895,11991,2785,2785,1895,11991
171,1647,11991,11780,11780,1647,11991
172,1623,11991,9623,9623,1623,11991
173,1989,11991,6647,6647,1989,11991
174,11540,11991,11840,11840,11540,11991
175,8867,11991,9565,9565,8867,11991
176,8922,11991,8931,8931,8922,11991
177,8731,11991,2270,2270,8731,11991
178,11885,11991,11705,11705,11885,11991
179,1645,11991,1599,1599,1645,11991
180,8935,11991,8917,8917,8935,11991
181,1654,11991,1616,1616,1654,11991
182,2228,11991,8608,8608,2228,11991
183,11258,11991,11254,11254,11258,11991
184,9015,11991,9009,9009,9015,11991
185,11503,11991,11494,11494,11503,11991
186,2275,11991,2445,2445,2275,11991
187,8992,11991,9017,9017,8992,11991
188,8968,11991,9354,9354,8968,11991
189,1616,11991,1649,1649,1616,11991
190,9129,11991,9070,9070,9129,11991
191,9347,11991,9330,9330,9347,11991
192,9012,11991,9281,9281,9012,11991
193,11657,11991,11656,11656,11657,11991
194,8924,11991,8923,8923,8924,11991
195,8925,11991,8936,8936,8925,11991
196,11958,11991,11581,11581,11958,11991
197,9016,11991,9010,9010,9016,11991
198,8603,11991,2548,2548,8603,11991
199,8867,11991,9635,9635,8867,11991
200,6679,11991,9587,9587,6679,11991
201,8575,11991,11816,11816,8575,11991
202,11408,11991,11519,11519,11408,11991
203,1639,11991,8876,8876,1639,11991
204,1618,11991,1604,1604,1618,11991
205,11259,11991,11253,11253,11259,11991
206,11073,11991,11322,11322,11073,11991
207,9342,11991,9315,9315,9342,11991
208,2291,11991,2140,2140,2291,11991
209,11503,11991,11517,11517,11503,11991
210,11408,11991,11504,11504,11408,11991
211,9697,11991,11617,11617,9697,11991
212,2548,11991,2322,2322,2548,11991
213,2548,11991,9703,9703,2548,11991
214,2208,11991,9611,9611,2208,11991
215,11457,11991,11949,11949,11457,11991
216,9690,11991,11952,11952,9690,11991
217,8852,11991,9572,9572,8852,11991
218,11816,11991,4764,4764,11816,11991
219,8788,11991,2619,2619,8788,11991
220,11479,11991,9580,9580,11479,11991
221,9392,11991,9394,9394,9392,11991
222,1648,11991,11956,11956,1648,11991
223,2323,11991,2809,2809,2323,11991
224,9205,11991,9307,9307,9205,11991
225,8788,11991,2195,2195,8788,11991
226,2214,11991,2963,2963,2214,11991
227,2984,11991,2985,2985,2984,11991
228,1633,11991,1601,1601,1633,11991
229,9513,11991,9676,9676,9513,11991
230,6708,11991,11848,11848,6708,11991
231,2139,11991,2650,2650,2139,11991
232,11631,11991,11632,11632,11631,11991
233,1606,11991,1949,1949,1606,11991
234,2680,11991,2462,2462,2680,11991
235,11495,11991,2681,2681,11495,11991
236,9503,11991,9647,9647,9503,11991
237,8772,11991,1666,1666,8772,11991
238,11771,11991,9559,9559,11771,11991
239,9253,11991,9057,9057,9253,11991
240,11499,11991,11531,11531,11499,11991
241,1989,11991,2576,2576,1989,11991
242,2100,11991,11345,11345,2100,11991
243,1952,11991,1801,1801,1952,11991
244,6473,11991,1766,1766,6473,11991
245,2099,11991,2208,2208,2099,11991
246,6706,11991,9591,9591,6706,11991
247,9435,11991,11642,11642,9435,11991
248,8852,11991,9631,9631,8852,11991
249,11495,11991,11517,11517,11495,11991
250,2291,11991,9777,9777,2291,11991
251,9023,11991,9286,9286,9023,11991
252,9579,11991,1682,1682,9579,11991
253,9017,11991,9025,9025,9017,11991
254,8915,11991,8924,8924,8915,11991
255,9072,11991,9001,9001,9072,11991
256,2144,11991,6673,6673,2144,11991
257,9435,11991,8940,8940,9435,11991
258,8867,11991,4647,4647,8867,11991
259,11503,11991,11515,11515,11503,11991
260,2123,11991,9576,9576,2123,11991
261,8914,11991,8913,8913,8914,11991
262,8720,11991,2056,2056,8720,11991
263,1635,11991,9803,9803,1635,11991
264,11559,11991,11630,11630,11559,11991
265,8979,11991,8964,8964,8979,11991
266,11649,11991,11648,11648,11649,11991
267,8904,11991,8909,8909,8904,11991
268,9469,11991,9511,9511,9469,11991
269,9251,11991,9247,9247,9251,11991
270,2291,11991,9580,9580,2291,11991
271,1623,11991,11651,11651,1623,11991
272,1647,11991,11062,11062,1647,11991
273,1647,11991,8770,8770,1647,11991
274,8852,11991,8851,8851,8852,11991
275,8965,11991,9040,9040,8965,11991
276,9392,11991,9326,9326,9392,11991
277,6679,11991,9585,9585,6679,11991
278,1641,11991,11544,11544,1641,11991
279,6719,11991,9503,9503,6719,11991
280,11583,11991,11582,11582,11583,11991
281,2780,11991,11823,11823,2780,11991
282,11747,11991,11745,11745,11747,11991
283,11608,11991,11610,11610,11608,11991
284,9431,11991,9078,9078,9431,11991
285,2576,11991,1866,1866,2576,11991
286,2208,11991,11818,11818,2208,11991
287,8993,11991,9347,9347,8993,11991
288,2335,11991,1961,1961,2335,11991
289,2980,11991,11345,11345,2980,11991
290,9285,11991,9032,9032,9285,11991
291,9394,11991,8941,8941,9394,11991
292,1604,11991,3988,3988,1604,11991
293,11219,11991,9610,9610,11219,11991
294,8876,11991,8830,8830,8876,11991
295,1618,11991,1607,1607,1618,11991
296,9665,11991,9664,9664,9665,11991
297,9726,11991,11511,11511,9726,11991
298,9457,11991,9456,9456,9457,11991
299,2449,11991,11791,11791,2449,11991
300,6707,11991,11666,11666,6707,11991
301,1647,11991,11768,11768,1647,11991
302,1606,11991,9628,9628,1606,11991
303,11967,11991,11501,11501,11967,11991
304,11408,11991,11514,11514,11408,11991
305,11408,11991,11500,11500,11408,11991
306,8609,11991,8788,8788,8609,11991
307,2179,11991,2098,2098,2179,11991
308,9030,11991,9382,9382,9030,11991
309,2291,11991,9522,9522,2291,11991
310,2465,11991,2057,2057,2465,11991
311,2585,11991,9643,9643,2585,11991
312,8894,11991,8896,8896,8894,11991
313,11592,11991,9596,9596,11592,11991
314,2538,11991,2119,2119,2538,11991
315,1609,11991,11613,11613,1609,11991
316,8897,11991,8899,8899,8897,11991
317,9477,11991,11036,11036,9477,11991
318,5461,11991,11408,11408,5461,11991
319,3129,11991,11319,11319,3129,11991
320,2443,11991,2813,2813,2443,11991
321,2113,11991,11621,11621,2113,11991
322,9481,11991,9187,9187,9481,11991
323,1640,11991,3285,3285,1640,11991
324,8867,11991,11554,11554,8867,11991
325,2693,11991,1700,1700,2693,11991
326,9311,11991,11491,11491,9311,11991
327,11346,11991,11430,11430,11346,11991
328,11375,11991,11413,11413,11375,11991
329,9493,11991,11772,11772,9493,11991
330,9005,11991,9337,9337,9005,11991
331,9289,11991,9292,9292,9289,11991
332,1609,11991,1631,1631,1609,11991
333,9014,11991,9279,9279,9014,11991
334,9498,11991,4086,4086,9498,11991
335,8969,11991,8958,8958,8969,11991
336,9042,11991,8969,8969,9042,11991
337,11792,11991,11320,11320,11792,11991
338,9012,11991,9202,9202,9012,11991
339,5143,11991,8824,8824,5143,11991
340,2364,11991,9685,9685,2364,11991
341,1901,11991,2635,2635,1901,11991
342,1599,11991,11418,11418,1599,11991
343,8902,11991,8906,8906,8902,11991
344,11677,11991,11456,11456,11677,11991
345,11877,11991,11876,11876,11877,11991
346,8980,11991,8971,8971,8980,11991
347,2809,11991,4306,4306,2809,11991
348,5143,11991,11862,11862,5143,11991
349,9784,11991,10126,10126,9784,11991
350,8746,11991,1980,1980,8746,11991
351,2001,11991,11495,11495,2001,11991
352,1635,11991,2100,2100,1635,11991
353,9058,11991,9354,9354,9058,11991
354,8895,11991,8894,8894,8895,11991
355,11648,11991,11646,11646,11648,11991
356,11245,11991,11243,11243,11245,11991
357,3711,11991,11564,11564,3711,11991
358,11554,11991,11660,11660,11554,11991
359,1744,11991,2465,2465,1744,11991
360,8905,11991,8907,8907,8905,11991
361,1683,11991,2634,2634,1683,11991
362,8952,11991,11493,11493,8952,11991
363,1796,11991,8301,8301,1796,11991
364,11607,11991,11606,11606,11607,11991
365,8980,11991,9349,9349,8980,11991
366,9586,11991,6756,6756,9586,11991
367,6707,11991,11765,11765,6707,11991
368,8609,11991,8488,8488,8609,11991
369,8885,11991,9264,9264,8885,11991
370,11610,11991,11604,11604,11610,11991
371,11305,11991,11303,11303,11305,11991
372,8772,11991,2974,2974,8772,11991
373,9416,11991,9457,9457,9416,11991
374,1810,11991,6445,6445,1810,11991
375,11041,11991,9660,9660,11041,11991
376,11479,11991,9611,9611,11479,11991
377,11734,11991,11740,11740,11734,11991
378,11961,11991,11714,11714,11961,11991
379,2340,11991,1904,1904,2340,11991
380,8840,11991,11779,11779,8840,11991
381,9294,11991,9290,9290,9294,11991
382,8958,11991,9308,9308,8958,11991
383,2465,11991,2732,2732,2465,11991
384,9362,11991,9389,9389,9362,11991
385,1647,11991,11106,11106,1647,11991
386,9039,11991,9042,9042,9039,11991
387,9318,11991,9314,9314,9318,11991
388,3551,11991,2693,2693,3551,11991
389,9252,11991,9257,9257,9252,11991
390,2222,11991,8860,8860,2222,11991
391,9386,11991,9067,9067,9386,11991
392,9012,11991,9021,9021,9012,11991
393,11503,11991,8552,8552,11503,11991
394,9511,11991,11562,11562,9511,11991
395,1790,11991,2048,2048,1790,11991
396,3839,11991,2021,2021,3839,11991
397,9468,11991,11445,11445,9468,11991
398,9482,11991,2093,2093,9482,11991
399,4540,11991,3845,3845,4540,11991
400,8609,11991,11784,11784,8609,11991
401,8769,11991,11556,11556,8769,11991
402,9009,11991,9334,9334,9009,11991
403,2974,11991,11186,11186,2974,11991
404,8974,11991,9063,9063,8974,11991
405,1609,11991,11967,11967,1609,11991
406,9488,11991,2479,2479,9488,11991
407,9577,11991,1571,1571,9577,11991
408,9624,11991,11455,11455,9624,11991
409,2027,11991,3711,3711,2027,11991
410,8925,11991,8918,8918,8925,11991
411,8862,11991,9597,9597,8862,11991
412,2001,11991,11503,11503,2001,11991
413,11752,11991,11864,11864,11752,11991
414,1640,11991,11764,11764,1640,11991
415,8954,11991,9220,9220,8954,11991
416,11503,11991,11520,11520,11503,11991
417,11495,11991,11519,11519,11495,11991
418,8867,11991,8866,8866,8867,11991
419,11635,11991,9726,9726,11635,11991
420,2045,11991,2201,2201,2045,11991
421,2291,11991,9611,9611,2291,11991
422,9531,11991,11766,11766,9531,11991
423,11626,11991,11627,11627,11626,11991
424,9726,11991,11512,11512,9726,11991
425,11605,11991,11607,11607,11605,11991
426,1761,11991,11349,11349,1761,11991
427,9266,11991,11738,11738,9266,11991
428,8867,11991,2322,2322,8867,11991
429,3102,11991,9703,9703,3102,11991
430,1609,11991,8437,8437,1609,11991
431,9784,11991,8413,8413,9784,11991
432,8851,11991,9572,9572,8851,11991
433,2465,11991,8492,8492,2465,11991
434,11792,11991,11780,11780,11792,11991
435,8902,11991,8904,8904,8902,11991
436,9009,11991,9326,9326,9009,11991
437,8610,11991,8822,8822,8610,11991
438,1617,11991,2126,2126,1617,11991
439,8769,11991,9537,9537,8769,11991
440,2364,11991,11364,11364,2364,11991
441,8973,11991,8976,8976,8973,11991
442,9305,11991,8946,8946,9305,11991
443,1607,11991,8608,8608,1607,11991
444,11074,11991,4544,4544,11074,11991
445,9503,11991,9107,9107,9503,11991
446,9027,11991,9307,9307,9027,11991
447,11363,11991,1856,1856,11363,11991
448,8953,11991,9254,9254,8953,11991
449,9432,11991,9166,9166,9432,11991
450,9032,11991,9024,9024,9032,11991
451,9482,11991,11444,11444,9482,11991
452,2318,11991,2301,2301,2318,11991
453,8980,11991,9347,9347,8980,11991
454,9582,11991,9508,9508,9582,11991
455,2438,11991,2061,2061,2438,11991
456,8973,11991,8977,8977,8973,11991
457,11551,11991,11550,11550,11551,11991
458,11346,11991,1624,1624,11346,11991
459,8925,11991,8919,8919,8925,11991
460,11306,11991,11295,11295,11306,11991
461,1810,11991,8391,8391,1810,11991
462,8838,11991,5051,5051,8838,11991
463,8957,11991,9046,9046,8957,11991
464,9726,11991,11498,11498,9726,11991
465,9004,11991,9028,9028,9004,11991
466,1737,11991,1678,1678,1737,11991
467,11771,11991,11768,11768,11771,11991
468,2402,11991,11446,11446,2402,11991
469,11186,11991,9529,9529,11186,11991
470,2139,11991,2547,2547,2139,11991
471,11503,11991,9763,9763,11503,11991
472,2449,11991,2452,2452,2449,11991
473,8905,11991,8909,8909,8905,11991
474,8565,11991,9482,9482,8565,11991
475,9392,11991,9306,9306,9392,11991
476,8936,11991,8921,8921,8936,11991
477,2107,11991,1804,1804,2107,11991
478,1562,11991,1559,1559,1562,11991
479,1913,11991,2662,2662,1913,11991
480,2422,11991,9760,9760,2422,11991
481,6678,11991,11143,11143,6678,11991
482,11957,11991,11956,11956,11957,11991
483,2318,11991,2416,2416,2318,11991
484,1761,11991,2748,2748,1761,11991
485,11499,11991,11506,11506,11499,11991
486,9023,11991,9452,9452,9023,11991
487,1604,11991,8608,8608,1604,11991
488,9013,11991,9205,9205,9013,11991
489,9008,11991,9217,9217,9008,11991
490,11257,11991,11253,11253,11257,11991
491,11297,11991,11305,11305,11297,11991
492,8942,11991,8986,8986,8942,11991
493,11469,11991,9653,9653,11469,11991
494,9303,11991,9035,9035,9303,11991
495,11816,11991,11777,11777,11816,11991
496,1628,11991,11341,11341,1628,11991
497,11554,11991,11650,11650,11554,11991
498,1645,11991,6708,6708,1645,11991
499,8603,11991,8808,8808,8603,11991
500,1609,11991,4873,4873,1609,11991
501,2465,11991,2426,2426,2465,11991
502,8825,11991,8824,8824,8825,11991
503,9522,11991,9685,9685,9522,11991
504,9005,11991,9013,9013,9005,11991
505,1609,11991,11310,11310,1609,11991
506,2443,11991,1784,1784,2443,11991
507,11479,11991,9665,9665,11479,11991
508,9317,11991,9318,9318,9317,11991
509,11552,11991,11954,11954,11552,11991
510,1883,11991,9661,9661,1883,11991
511,8610,11991,3024,3024,8610,11991
512,9023,11991,9336,9336,9023,11991
513,11578,11991,11616,11616,11578,11991
514,9272,11991,9273,9273,9272,11991
515,9296,11991,9133,9133,9296,11991
516,4675,11991,9619,9619,4675,11991
517,1641,11991,9155,9155,1641,11991
518,8839,11991,11631,11631,8839,11991
519,8905,11991,8908,8908,8905,11991
520,2553,11991,9516,9516,2553,11991
521,11735,11991,9265,9265,11735,11991
522,11495,11991,11500,11500,11495,11991
523,8960,11991,9303,9303,8960,11991
524,2059,11991,2018,2018,2059,11991
525,9055,11991,8961,8961,9055,11991
526,1804,11991,2154,2154,1804,11991
527,1651,11991,2103,2103,1651,11991
528,6671,11991,9493,9493,6671,11991
529,9313,11991,9321,9321,9313,11991
530,8960,11991,9386,9386,8960,11991
531,9531,11991,9592,9592,9531,11991
532,9495,11991,11468,11468,9495,11991
533,9313,11991,9319,9319,9313,11991
534,9460,11991,9459,9459,9460,11991
535,9697,11991,8488,8488,9697,11991
536,2465,11991,2067,2067,2465,11991
537,8854,11991,8840,8840,8854,11991
538,8923,11991,8920,8920,8923,11991
539,1926,11991,2669,2669,1926,11991
540,1651,11991,2488,2488,1651,11991
541,9473,11991,8852,8852,9473,11991
542,8904,11991,8910,8910,8904,11991
543,3839,11991,2359,2359,3839,11991
544,8866,11991,9475,9475,8866,11991
545,1635,11991,11432,11432,1635,11991
546,8852,11991,9601,9601,8852,11991
547,2166,11991,2637,2637,2166,11991
548,9622,11991,6322,6322,9622,11991
549,8323,11991,1790,1790,8323,11991
550,8719,11991,4675,4675,8719,11991
551,11785,11991,11557,11557,11785,11991
552,9017,11991,9020,9020,9017,11991
553,9072,11991,9296,9296,9072,11991
554,8958,11991,9071,9071,8958,11991
555,9336,11991,9001,9001,9336,11991
556,2119,11991,2511,2511,2119,11991
557,2809,11991,8737,8737,2809,11991
558,11317,11991,11318,11318,11317,11991
559,11649,11991,11646,11646,11649,11991
560,8987,11991,9008,9008,8987,11991
561,9264,11991,9263,9263,9264,11991
562,2185,11991,1499,1499,2185,11991
563,11408,11991,11518,11518,11408,11991
564,2625,11991,3261,3261,2625,11991
565,6679,11991,11157,11157,6679,11991
566,8989,11991,9040,9040,8989,11991
567,8598,11991,9762,9762,8598,11991
568,8769,11991,1734,1734,8769,11991
569,2226,11991,8725,8725,2226,11991
570,11320,11991,11359,11359,11320,11991
571,2465,11991,1659,1659,2465,11991
572,9317,11991,9321,9321,9317,11991
573,6708,11991,9099,9099,6708,11991
574,8609,11991,2005,2005,8609,11991
575,1615,11991,4206,4206,1615,11991
576,1683,11991,1721,1721,1683,11991
577,9726,11991,11503,11503,9726,11991
578,8603,11991,1589,1589,8603,11991
579,1644,11991,1633,1633,1644,11991
580,9493,11991,5462,5462,9493,11991
581,6707,11991,11764,11764,6707,11991
582,9964,11991,2718,2718,9964,11991
583,8948,11991,11492,11492,8948,11991
584,9281,11991,8944,8944,9281,11991
585,8587,11991,11323,11323,8587,11991
586,9319,11991,9312,9312,9319,11991
587,2099,11991,9517,9517,2099,11991
588,8610,11991,11783,11783,8610,11991
589,8603,11991,1585,1585,8603,11991
590,2097,11991,2676,2676,2097,11991
591,8588,11991,1645,1645,8588,11991
592,8948,11991,9229,9229,8948,11991
593,2443,11991,8815,8815,2443,11991
594,9014,11991,9031,9031,9014,11991
595,9528,11991,2329,2329,9528,11991
596,1810,11991,2482,2482,1810,11991
597,9072,11991,9345,9345,9072,11991
598,6666,11991,5277,5277,6666,11991
599,9005,11991,9004,9004,9005,11991
600,9391,11991,9042,9042,9391,11991
601,9289,11991,9298,9298,9289,11991
602,9588,11991,9589,9589,9588,11991
603,1647,11991,11775,11775,1647,11991
604,9242,11991,9253,9253,9242,11991
605,2465,11991,1969,1969,2465,11991
606,9580,11991,11435,11435,9580,11991
607,8769,11991,2021,2021,8769,11991
608,9340,11991,8975,8975,9340,11991
609,8977,11991,8954,8954,8977,11991
610,8942,11991,9222,9222,8942,11991
611,2507,11991,2309,2309,2507,11991
612,8867,11991,9593,9593,8867,11991
613,8965,11991,9056,9056,8965,11991
614,8992,11991,8991,8991,8992,11991
615,2340,11991,1757,1757,2340,11991
616,8588,11991,9563,9563,8588,11991
617,8977,11991,8945,8945,8977,11991
618,11785,11991,11774,11774,11785,11991
619,9752,11991,9492,9492,9752,11991
620,2801,11991,1623,1623,2801,11991
621,11784,11991,5102,5102,11784,11991
622,11503,11991,11499,11499,11503,11991
623,6723,11991,11238,11238,6723,11991
624,11183,11991,8797,8797,11183,11991
625,2248,11991,2064,2064,2248,11991
626,11249,11991,11248,11248,11249,11991
627,9531,11991,11772,11772,9531,11991
628,8977,11991,9342,9342,8977,11991
629,1917,11991,1838,1838,1917,11991
630,1635,11991,11771,11771,1635,11991
631,8769,11991,8792,8792,8769,11991
632,9589,11991,8867,8867,9589,11991
633,1599,11991,1641,1641,1599,11991
634,8867,11991,8769,8769,8867,11991
635,9416,11991,9414,9414,9416,11991
636,9361,11991,9221,9221,9361,11991
637,2806,11991,11592,11592,2806,11991
638,11433,11991,1615,1615,11433,11991
639,8945,11991,8943,8943,8945,11991
640,2113,11991,9867,9867,2113,11991
641,1513,11991,8358,8358,1513,11991
642,2694,11991,1672,1672,2694,11991
643,1777,11991,1920,1920,1777,11991
644,8922,11991,8935,8935,8922,11991
645,9461,11991,9460,9460,9461,11991
646,2746,11991,2226,2226,2746,11991
647,1895,11991,2785,2785,1895,11991
648,9265,11991,11738,11738,9265,11991
649,1796,11991,2795,2795,1796,11991
650,2981,11991,11780,11780,2981,11991
651,8979,11991,9055,9055,8979,11991
652,5909,11991,11241,11241,5909,11991
653,11477,11991,9565,9565,11477,11991
654,8922,11991,8928,8928,8922,11991
655,1611,11991,1617,1617,1611,11991
656,2625,11991,8608,8608,2625,11991
657,1632,11991,1625,1625,1632,11991
658,9643,11991,1884,1884,9643,11991
659,9639,11991,9637,9637,9639,11991
660,9042,11991,9069,9069,9042,11991
661,9008,11991,9009,9009,9008,11991
662,1866,11991,2445,2445,1866,11991
663,8968,11991,9017,9017,8968,11991
664,9322,11991,9320,9320,9322,11991
665,2335,11991,2127,2127,2335,11991
666,8588,11991,11758,11758,8588,11991
667,1796,11991,1763,1763,1796,11991
668,11476,11991,11669,11669,11476,11991
669,9490,11991,9469,9469,9490,11991
670,1866,11991,2411,2411,1866,11991
671,8920,11991,8936,8936,8920,11991
672,11957,11991,11581,11581,11957,11991
673,8817,11991,8879,8879,8817,11991
674,9322,11991,9319,9319,9322,11991
675,8603,11991,8559,8559,8603,11991
676,9588,11991,9635,9635,9588,11991
677,9014,11991,9284,9284,9014,11991
678,8320,11991,11658,11658,8320,11991
679,8320,11991,11429,11429,8320,11991
680,8989,11991,9056,9056,8989,11991
681,1632,11991,1604,1604,1632,11991
682,2625,11991,11778,11778,2625,11991
683,9012,11991,9013,9013,9012,11991
684,9212,11991,9347,9347,9212,11991
685,8968,11991,8952,8952,8968,11991
686,3228,11991,1716,1716,3228,11991
687,2416,11991,6416,6416,2416,11991
688,1635,11991,9623,9623,1635,11991
689,1866,11991,6647,6647,1866,11991
690,11495,11991,11504,11504,11495,11991
691,2113,11991,11617,11617,2113,11991
692,11717,11991,11718,11718,11717,11991
693,8925,11991,8917,8917,8925,11991
694,2059,11991,1663,1663,2059,11991
695,9077,11991,11628,11628,9077,11991
696,9726,11991,11494,11494,9726,11991
697,8967,11991,9354,9354,8967,11991
698,1644,11991,1649,1649,1644,11991
